clusterName,clusterSize,f_score,recall,PPV,TN,FP,FN,TP,marker_count,markers,onTarget
161 PAG Pou4f3 Glut,724,0.6952380952380952,0.4033149171270718,0.8488372093023255,248936,52,432,292,3,"['Pou4f3', 'Prdm8', 'Shox2']",0.033698946237564
162 CUN Evx2 Lhx2 Glut,1309,0.6962406015037593,0.3537051184110008,0.9186507936507936,248362,41,846,463,2,"['Evx2', 'Otx2os1']",0.1183360964059829
163 APN C1ql2 Glut,350,0.7542768273716952,0.5542857142857143,0.8290598290598291,249322,40,156,194,2,"['C1ql2', 'Tcf7l2']",0.1281759440898895
164 APN C1ql4 Glut,450,0.7569141193595342,0.4622222222222222,0.9004329004329005,249239,23,242,208,2,"['C1ql4', 'Ctxn3']",0.1225723922252655
165 PAG-MRN Pou3f1 Glut,1298,0.5707931801334323,0.2372881355932203,0.88,248372,42,990,308,2,"['C1ql2', 'C1ql4']",0.1282022446393966
166 MRN Pou3f1 C1ql4 Glut,549,0.4499703966844286,0.2768670309653916,0.5333333333333333,249030,133,397,152,4,"['C1ql4', 'Shox2', 'Pou6f2', 'Lhx9']",0.0243864711374044
167 PRC-PAG Tcf7l2 Irx2 Glut,1356,0.2965561224489795,0.2057522123893805,0.3333333333333333,247798,558,1077,279,5,"['Tfap2d', 'Shox2', 'Tcf7l2', 'Reln', 'Cbln2']",0.0234345085918903
168 SPA-SPFm-SPFp-POL-PIL-PoT Sp9 Glut,3926,0.504997117047857,0.2677024961793173,0.6487654320987655,245217,569,2875,1051,4,"['Shox2', 'Lhx2', 'Tcf7l2', 'Cbln2']",0.0237811766564846
169 PAG-SC Pou4f1 Zic1 Glut,1619,0.2862469839877166,0.1612106238418777,0.3551020408163265,247619,474,1358,261,5,"['Barhl1', 'Gpr149', 'Tacr1', 'Tcf7l2', 'Shox2']",0.0337688140571117
170 PAG-MRN Tfap2b Glut,1671,0.7186275834121303,0.6367444643925793,0.7424982554082344,247672,369,607,1064,3,"['Bnc2', 'Tfap2b', 'Shox2']",0.0456837899982929
171 PAG Pou4f1 Bnc2 Glut,1043,0.6650620724600963,0.5033557046979866,0.7231404958677686,248468,201,518,525,4,"['Bnc2', 'Sncg', 'Ebf2', 'Shox2']",0.0314496159553527
172 PAG Pou4f1 Ebf2 Glut,2154,0.5828849602869588,0.4224698235840297,0.6440198159943383,247055,503,1244,910,4,"['Barhl1', 'Pou4f1', 'Ebf2', 'Lhx9']",0.0359897762537002
173 PAG Pou4f2 Glut,1618,0.4778263585259212,0.1891223733003708,0.7727272727272727,248004,90,1312,306,3,"['Pou4f2', 'Npsr1', 'Barhl1']",0.1124544590711593
174 PAG Pou4f2 Mesi2 Glut,1322,0.5603735823882589,0.2541603630862329,0.801909307875895,248307,83,986,336,4,"['Pou4f2', 'Npas1', 'Tfap2d', 'Shox2']",0.0690427869558334
175 SC Bnc2 Glut,395,0.6773080241587576,0.3974683544303797,0.8219895287958116,249283,34,238,157,4,"['Bnc2', 'Sox6', 'Csgalnact1', 'Lhx9']",0.0318205989897251
176 SCig Foxb1 Glut,1492,0.697576099210823,0.331769436997319,0.9630350194552528,248201,19,997,495,3,"['B230323A14Rik', 'Tfap2b', 'Sox6']",0.0454114526510238
177 SCig-an-PPT Foxb1 Glut,515,0.8472622478386168,0.570873786407767,0.9639344262295082,249186,11,221,294,3,"['Foxb1', 'B130024G19Rik', 'Tcf7l2']",0.0267632454633712
178 SCig Foxb1 Otx2 Glut,200,0.8261494252873564,0.575,0.9274193548387096,249503,9,85,115,3,"['Foxb1', 'Otx2os1', 'Pou4f1']",0.0576638355851173
179 SCdg-PAG Tfap2b Glut,350,0.6473684210526315,0.3514285714285714,0.82,249335,27,227,123,4,"['Pou4f2', 'D130079A08Rik', 'Bnc2', 'Tfap2b']",0.0688525512814521
180 SCiw Pitx2 Glut,893,0.8012406306539157,0.6942889137737962,0.8333333333333334,248695,124,273,620,2,"['Pitx2', 'Lhx9']",0.0799300372600555
181 IC Tfap2d Maf Glut,1854,0.623489608506525,0.2783171521035599,0.9036777583187392,247803,55,1338,516,3,"['Tfap2d', 'En1', 'Tcf7l2']",0.0375040136277675
182 CUN-PPN Evx2 Meis2 Glut,1523,0.6626506024096385,0.4116874589625738,0.7817955112219451,248014,175,896,627,2,"['C1ql4', 'Pax5']",0.113160140812397
183 PBG Mtnr1a Glut-Chol,28,0.9,0.6428571428571429,1.0,249684,0,10,18,3,"['Pappa2', 'Slc18a3', 'Lhx9']",0.2211367040872573
184 PAG Tcf24 Glut,29,0.802469135802469,0.4482758620689655,1.0,249683,0,16,13,3,"['Flt4', 'C1ql4', 'Th']",0.1598338782787323
185 SCig Tfap2b Chrnb3 Glut,200,0.8426966292134832,0.6,0.9375,249504,8,80,120,3,"['Tfap2b', 'Etv1', 'Shox2']",0.0307707656174898
186 SCop Pou4f2 Neurod2 Glut,150,0.6666666666666665,0.2933333333333333,0.9777777777777776,249561,1,106,44,3,"['Pou4f2', 'Angpt1', 'Kit']",0.0642447099089622
187 SCsg Pde5a Glut,487,0.7260963335729691,0.4147843942505133,0.8938053097345132,249201,24,285,202,3,"['Pde5a', 'Lef1', 'Ebf2']",0.0339613333344459
188 SCop Sln Glut,550,0.772104607721046,0.4509090909090909,0.9393939393939394,249146,16,302,248,2,"['Npnt', 'Pou4f1']",0.0688892677426338
189 PAG Ucn Glut,23,0.8860759493670887,0.6086956521739131,1.0,249689,0,9,14,2,"['Ucn', 'Gm15934']",1.0
190 ND-INC Foxd2 Glut,150,0.7900432900432902,0.4866666666666667,0.935897435897436,249557,5,77,73,2,"['Foxd2', 'Gm16551']",0.6689992547035217
191 PAG-MRN Rln3 Gaba,150,0.8225108225108225,0.5066666666666667,0.9743589743589745,249560,2,74,76,3,"['Rln3', 'Ngf', 'Gata3']",0.2579954266548157
192 PPN-CUN-PCG Otp En1 Gaba,836,0.7156368221941992,0.5430622009569378,0.7773972602739726,248746,130,382,454,3,"['Pax7', 'En1', 'Lhx1os']",0.0472536496818065
193 MRN-PPN-CUN Pax8 Gaba,517,0.7432041642567958,0.4970986460348162,0.8481848184818482,249149,46,260,257,3,"['Pax5', 'En1', 'Otp']",0.0478141605854034
194 MRN-VTN-PPN Pax5 Cdh23 Gaba,659,0.7588617074388416,0.4613050075872534,0.9047619047619048,249021,32,355,304,3,"['Cdh23', 'Pax5', 'Gata3']",0.0880863517522811
195 SNr-VTA Pax5 Npas1 Gaba,406,0.727788279773157,0.3793103448275862,0.9447852760736196,249297,9,252,154,4,"['Sox21', 'Tpm2', 'Pax5', 'Npas1']",0.1385993808507919
196 PAG-PPN Pax5 Sox21 Gaba,895,0.5942720763723149,0.2782122905027933,0.83,248766,51,646,249,4,"['Sox21', 'Otx1', 'Pax5', 'Gata3']",0.1322452574968338
197 SNr Six3 Gaba,171,0.621301775147929,0.3684210526315789,0.75,249520,21,108,63,3,"['Otx1', 'Adam12', 'Six3']",0.0441809147596359
198 IC Six3 En2 Gaba,2042,0.7045101088646968,0.4436826640548482,0.8258887876025525,247479,191,1136,906,3,"['Emx2', 'Six3', 'Gata3']",0.0441881418228149
199 PAG-MRN-RN Foxa2 Gaba,986,0.8056729028364513,0.5415821501014199,0.9175257731958762,248678,48,452,534,3,"['9030622O22Rik', 'Gata3', 'Lhx1os']",0.0278387442231178
200 PAG-ND-PCG Onecut1 Gaba,1090,0.5682407887908666,0.4018348623853211,0.6338639652677279,248369,253,652,438,3,"['Onecut1', 'Lancl3', 'Gata3']",0.0345390848815441
201 PAG-RN Nkx2-2 Otx1 Gaba,1825,0.7481789802289283,0.393972602739726,0.9651006711409396,247861,26,1106,719,3,"['Nkx2-2', 'Tfap2b', 'Gata3']",0.034367524087429
202 PRT Tcf7l2 Gaba,1779,0.5200450813073578,0.3631253513209668,0.5830324909747292,247471,462,1133,646,4,"['Gata3', 'Tcf7l2', 'Lhx1', 'Cbln2']",0.020207542926073
203 LGv-SPFp-SPFm Nkx2-2 Tcf7l2 Gaba,1760,0.7895183175033921,0.5289772727272727,0.9003868471953579,247849,103,829,931,3,"['Nkx2-2', 'Gata3', 'Tcf7l2']",0.0312090720981359
204 SC Otx2 Gcnt4 Gaba,179,0.7159904534606205,0.3351955307262569,1.0,249533,0,119,60,2,"['Pax7', 'Maf']",0.0671279728412628
205 SC-PAG Lef1 Emx2 Gaba,1388,0.6073551263001487,0.4711815561959654,0.6546546546546547,247979,345,734,654,3,"['Emx2', 'Tfap2b', 'Lef1']",0.0433703251183033
206 SCm-PAG Cdh23 Gaba,1050,0.750909090909091,0.3933333333333333,0.971764705882353,248650,12,637,413,3,"['Cdh23', 'Tfap2b', 'Gata3']",0.046956218779087
207 SCs Dmbx1 Gaba,927,0.7320983256145351,0.4433656957928802,0.874468085106383,248726,59,516,411,2,"['Dmbx1', 'Fibcd1']",0.1818254590034485
208 SC Lef1 Otx2 Gaba,216,0.5154639175257733,0.1851851851851851,0.9302325581395348,249493,3,176,40,3,"['Pax7', 'Gbe1', 'Kit']",0.0657798051834106
209 SCs Pax7 Nfia Gaba,700,0.6262376237623762,0.3614285714285714,0.7666666666666667,248935,77,447,253,3,"['Pax7', 'Otx2os1', 'Sst']",0.0675221756100654
210 PRT Mecom Gaba,1011,0.8240564756991583,0.6003956478733927,0.9086826347305388,248640,61,404,607,2,"['Mecom', 'Gata3']",0.1183929368853569
211 SC Tnnt1 Gli3 Gaba,380,0.673758865248227,0.4,0.8128342245989305,249297,35,228,152,2,"['Tnnt1', 'Gli3']",0.3169877529144287
212 SCs Lef1 Gli3 Gaba,380,0.6589958158995817,0.331578947368421,0.875,249314,18,254,126,3,"['Gli3', 'Pax7', 'Tfap2b']",0.0812673941254615
213 SCsg Gabrr2 Gaba,1550,0.7521522428636158,0.4283870967741935,0.9273743016759776,248110,52,886,664,2,"['Cplx3', 'Gata3']",0.0712228640913963
214 IPN Otp Crisp1 Gaba,450,0.7894736842105263,0.4666666666666667,0.9545454545454546,249252,10,240,210,2,"['Chrna2', 'Cnksr3']",0.5699175596237183
215 SNc-VTA-RAmb Foxa1 Dopa,2057,0.8661125129879769,0.5673310646572679,0.9974358974358974,247652,3,890,1167,2,"['Slc6a3', 'Slc10a4']",0.3758341670036316
216 MB-MY Tph2 Glut-Sero,1463,0.8926261319534282,0.6602870813397129,0.9787234042553192,248228,21,497,966,2,"['Fev', 'Gata2']",0.5491690635681152
217 PB Lmx1a Glut,1829,0.856083320183052,0.5932203389830508,0.9627329192546584,247841,42,744,1085,2,"['Tlx3', 'Lmx1a']",0.1484662443399429
218 PSV Lmx1a Trpv6 Glut,151,0.4633204633204633,0.1589403973509933,0.8888888888888888,249558,3,127,24,3,"['Lmx1a', 'Dach2', 'Npy1r']",0.0487434081733226
219 PB-SUT Tlx3 Lhx2 Glut,89,0.576036866359447,0.2808988764044944,0.78125,249616,7,64,25,4,"['Gm10754', 'Bmp6', 'Sema3d', 'Irx3']",0.0666836500167846
220 PB Pax5 Glut,388,0.4634831460674157,0.1701030927835051,0.8148148148148148,249309,15,322,66,4,"['Arhgap36', 'Prkcq', 'En1', 'Adcyap1']",0.0574276745319366
221 LDT-PCG Vsx2 Lhx4 Glut,2112,0.8605769230769231,0.5932765151515151,0.969814241486068,247561,39,859,1253,2,"['Lhx4', 'Ebf2']",0.1238532438874244
222 PB Evx2 Glut,3091,0.4748230950671726,0.2995794241345842,0.5561561561561561,245882,739,2165,926,4,"['Adamts2', 'Gabrq', 'Lhx9', 'Chst8']",0.0236571431159973
223 B-PB Nr4a2 Glut,251,0.6938483547925609,0.3864541832669322,0.8660714285714286,249446,15,154,97,4,"['D930028M14Rik', 'C1ql4', 'Onecut3', 'Asb4']",0.1395386159420013
224 PCG-PRNr Vsx2 Nkx6-1 Glut,1014,0.6446540880503145,0.363905325443787,0.7987012987012987,248605,93,645,369,3,"['Nkx6-1', 'Shox2', 'Lhx1']",0.028664955869317
225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut,599,0.7306955966815573,0.3823038397328882,0.9462809917355371,249100,13,370,229,4,"['Vsx2', 'Plekhg1', 'Shox2', 'Adcyap1']",0.0364524573087692
226 PRNc-PARN Tlx1 Glut,320,0.4105839416058394,0.140625,0.7894736842105263,249380,12,275,45,4,"['Arhgap36', 'Sstr2', 'Lmx1b', 'Plagl1']",0.0549522005021572
227 PB-PSV Phox2b Glut,109,0.569620253164557,0.2477064220183486,0.84375,249598,5,82,27,4,"['Scn7a', 'Phox2b', 'Ptger3', 'Lmx1b']",0.1218928098678588
228 PSV Pvalb Lhx2 Glut,333,0.5750350631136044,0.2462462462462462,0.8631578947368421,249366,13,251,82,3,"['Tpm2', 'Tgfbr2', 'C130021I20Rik']",0.0660719498991966
229 PB-NTS Phox2b Ebf3 Lmx1b Glut,695,0.6596306068601583,0.3597122302158273,0.8333333333333334,248967,50,445,250,3,"['Phox2b', 'Eya2', 'Lmx1b']",0.1530944257974624
230 PRNr Otp Nfib Glut,150,0.5536912751677853,0.22,0.8918918918918919,249558,4,117,33,4,"['Evx1os', '4930438E09Rik', 'Otp', 'Nxph4']",0.0745757073163986
231 IPN-LDT Vsx2 Nkx6-1 Glut,534,0.7857974388824214,0.5056179775280899,0.9121621621621622,249152,26,264,270,3,"['Pou4f2', 'Vsx2', 'Pax5']",0.1249192431569099
232 LDT Vsx2 Nkx6-1 Nfib Glut,434,0.7352941176470589,0.4262672811059907,0.8980582524271845,249257,21,249,185,4,"['Gpc4', 'Nkx6-1', 'Pax5', 'En1']",0.0986546576023101
233 NLL-SOC Spp1 Glut,100,0.6567796610169491,0.31,0.9117647058823528,249609,3,69,31,2,"['Plk5', 'Spp1']",0.362256646156311
234 MEV Ppp1r1c Glut,22,0.9146341463414632,0.6818181818181818,1.0,249690,0,7,15,2,"['Isl2', 'Pirt']",0.7745981216430664
235 PG-TRN-LRN Fat2 Glut,150,0.6446540880503143,0.2733333333333333,0.9761904761904762,249561,1,109,41,2,"['Ldlrap1', 'Fcmr']",1.0
236 IRN Vip Glut,149,0.8950086058519794,0.697986577181208,0.9629629629629628,249559,4,45,104,2,"['Vip', 'Mecom']",0.2295149266719818
237 PRP-NI-PRNc-GRN Otp Glut,829,0.6535462309691794,0.4246079613992762,0.7553648068669528,248769,114,477,352,4,"['Otp', 'C1ql3', 'G630016G05Rik', 'Lhx1']",0.0185330398380756
238 NTS Phox2b Glut,3544,0.6102051551814834,0.5237020316027088,0.6364883401920439,245108,1060,1688,1856,2,"['Phox2b', 'Hoxd3']",0.0930286645889282
239 MARN-GRN Pyy Glut,50,0.9756097560975608,0.96,0.979591836734694,249661,1,2,48,1,['Pyy'],1.0
240 MDRNv Lhx4 Qrfprl Glut,50,0.9090909090909092,0.72,0.972972972972973,249661,1,14,36,3,"['Calcr', 'Lhx4', 'Hoxb5']",0.1939470171928405
241 NTS Mbnl3 Glut,50,0.7191780821917809,0.42,0.875,249659,3,29,21,3,"['Vgll3', 'Slc5a7', 'Hoxb5']",0.1093785688281059
242 PGRNd Dmbx1 Glut,78,0.8333333333333334,0.5,1.0,249634,0,39,39,3,"['Mecom', 'Dmbx1', 'Slc5a7']",0.1933197975158691
243 PGRN-PARN-MDRN Hoxb5 Glut,2959,0.1345781815123223,0.3244339303818858,0.1174024703436468,239536,7217,1999,960,3,"['Hoxb5', 'Hoxc4', 'Hotairm1']",0.0294673684984445
244 MV-SPIV Slc6a2 Glut,274,0.6956521739130435,0.3503649635036496,0.9230769230769232,249430,8,178,96,3,"['Crabp1', 'Barhl1', 'Hoxb5']",0.0984806194901466
245 SPVI-SPVC Tlx3 Ebf3 Glut,1597,0.570095354027186,0.3519098309329994,0.6746698679471789,247844,271,1035,562,4,"['Hoxa5', 'Lmx1b', 'Tac1', 'Hoxb5']",0.0464045852422714
246 CU-ECU-SPVI Foxb1 Glut,1088,0.4750479846449136,0.181985294117647,0.7951807228915663,248573,51,890,198,3,"['Tpbg', 'Hoxa5', 'Pou4f1']",0.0575460754334926
247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,649,0.7251041272245361,0.5901386748844376,0.7690763052208835,248948,115,266,383,2,"['Phox2b', 'Lbx1']",0.1483714878559112
248 MV-SPIV Zic4 Neurod2 Glut,1103,0.4959785522788204,0.3689936536718041,0.5426666666666666,248266,343,696,407,4,"['Pou4f1', 'Zic4', 'Hoxb3', 'Zic1']",0.0250401571393013
249 NTS Aldh1a2 Glut,167,0.8213552361396305,0.4790419161676646,1.0,249545,0,87,80,3,"['Aldh1a2', 'Gm12688', 'Hoxb5']",0.2413279563188552
250 CBN Neurod2 Pvalb Glut,161,0.3633217993079584,0.1304347826086956,0.65625,249540,11,140,21,5,"['Gm43154', 'Cyp11a1', 'Kcng4', 'Esrrb', 'Gm2694']",0.1376514881849289
251 NTS Dbh Glut,1135,0.7776657423745903,0.5436123348017621,0.8714689265536724,248486,91,518,617,2,"['Dbh', 'Phox2b']",0.5860465168952942
252 DMX VII Tbx20 Chol,255,0.8650519031141868,0.5882352941176471,0.9803921568627452,249454,3,105,150,2,"['Tbx20', 'Adgre1']",0.4573736190795898
253 IO Fgl2 Glut,50,0.9343434343434344,0.74,1.0,249662,0,13,37,2,"['Foxd3', 'C1ql1']",0.1985307186841964
254 VCO Mafa Meis2 Glut,396,0.7366071428571429,0.4166666666666667,0.9116022099447514,249300,16,231,165,2,"['Ttr', 'Rarb']",0.1101599857211113
255 SPVO Mafa Meis2 Glut,86,0.8333333333333334,0.5232558139534884,0.9782608695652174,249625,1,41,45,2,"['Cryaa', 'Fn1']",0.6459593772888184
256 SPVC Mafa Glut,440,0.653225806451613,0.3681818181818181,0.81,249234,38,278,162,3,"['Prrxl1', 'Sntb1', 'Hoxb5']",0.0682644620537757
257 SPVC Ccdc172 Glut,378,0.7867360208062419,0.6402116402116402,0.8344827586206897,249286,48,136,242,2,"['Ccdc172', 'Hoxb5']",0.5200203657150269
258 SPVC Nmu Glut,340,0.8201892744479495,0.611764705882353,0.896551724137931,249348,24,132,208,2,"['Nmu', 'Hoxb5']",0.5216225981712341
259 MDRNd Bves Glut,127,0.6666666666666667,0.4566929133858268,0.7532467532467533,249566,19,69,58,2,"['Prdm16', 'Hoxb5']",0.0495208650827407
260 MDRNv Crp Glut,109,0.8000000000000002,0.4770642201834862,0.9629629629629628,249601,2,57,52,2,"['Lhx4', 'Hoxb5']",0.1252995580434799
261 HB Calcb Chol,197,0.7563850687622791,0.3908629441624365,0.9871794871794872,249514,1,120,77,2,"['Calcb', 'Gm20658']",1.0
262 Pineal Crx Glut,50,0.9782608695652176,0.9,1.0,249662,0,5,45,3,"['Pde6g', 'Gnb3', 'Gm44196']",1.0
263 CS-RPO Meis2 Gaba,1032,0.5145719489981785,0.2189922480620155,0.7766323024054983,248615,65,806,226,4,"['Otp', 'Bhlhe22', 'G630016G05Rik', 'Rgma']",0.0215765945613384
264 PRNc Otp Gly-Gaba,1292,0.5474370503597121,0.3769349845201238,0.6172370088719898,248118,302,805,487,4,"['Otp', 'En1', 'Slc6a5', 'G630016G05Rik']",0.0280765946954488
265 PB Sst Gly-Gaba,187,0.4767184035476718,0.2299465240641711,0.6515151515151515,249502,23,144,43,4,"['Skor1', 'Tacr3', 'Col23a1', 'Slc30a3']",0.0671946182847023
266 PRNc Prox1 Brs3 Gly-Gaba,50,0.7333333333333334,0.44,0.88,249659,3,28,22,3,"['Brs3', 'Otp', 'Slc30a3']",0.046338502317667
267 CS-PRNr-PCG Tmem163 Otp Gaba,769,0.4205318491032777,0.176853055916775,0.6415094339622641,248867,76,633,136,4,"['Crnde', 'Otp', 'Lhx1os', 'Prlr']",0.0293328985571861
268 CS-PRNr-DR En1 Sox2 Gaba,772,0.56072695035461,0.327720207253886,0.6819407008086253,248822,118,519,253,4,"['Gm47757', 'Irx3', 'En1', 'Tal1']",0.053042896091938
269 LDT Fgf7 Gaba,150,0.6527093596059115,0.3533333333333333,0.828125,249551,11,97,53,3,"['Pi15', 'B020031H02Rik', 'Slc30a3']",0.5749220848083496
270 LDT-DTN Gata3 Nfix Gaba,419,0.5673382820784729,0.2553699284009546,0.816793893129771,249269,24,312,107,4,"['Lrrc38', 'B020031H02Rik', 'Plod2', 'Slc30a3']",0.2923026382923126
271 NI-RPO Gata3 Nr4a2 Gaba,750,0.4742612011439466,0.2653333333333333,0.5905044510385756,248824,138,551,199,3,"['Slc17a8', 'Gata2', 'Tal1']",0.0972787886857986
272 LDT-PCG-CS Gata3 Lhx1 Gaba,654,0.4543245869776482,0.2859327217125382,0.5327635327635327,248894,164,467,187,3,"['Crhbp', 'Gm38505', 'Gata3']",0.0396582931280136
273 PDTg-PCG Pax6 Gaba,450,0.7394843962008142,0.4844444444444444,0.8515625,249224,38,232,218,3,"['Irx3', 'Pax6', 'Gata3']",0.0504940226674079
274 PDTg Otp Shroom3 Gaba,100,0.8098591549295776,0.46,1.0,249612,0,54,46,3,"['Ltbp1', 'Pou3f1', 'Otp']",0.0536071509122848
275 PDTg Otp Olig3 Gaba,150,0.8807829181494662,0.66,0.9611650485436892,249558,4,51,99,2,"['Olig3', 'Cyp26b1']",0.5837264060974121
276 LDT-PCG St18 Gaba,590,0.5062166962699822,0.1932203389830508,0.8507462686567164,249102,20,476,114,3,"['St18', 'Otp', 'Penk']",0.042643804103136
277 DTN-LDT-IPN Otp Pax3 Gaba,1213,0.6794550017927573,0.3124484748557296,0.9619289340101524,248484,15,834,379,2,"['Vmn1r207-ps', 'Pax7']",0.5447770953178406
278 NLL Gata3 Gly-Gaba,297,0.3403565640194489,0.1414141414141414,0.525,249377,38,255,42,2,"['A330015K06Rik', 'Hexb']",0.0626816228032112
279 PSV Pax2 Gly-Gaba,43,0.6504065040650407,0.3720930232558139,0.8,249665,4,27,16,2,"['Hexb', 'Pax2']",0.0452450066804885
280 NLL-po Pax7 Gaba,17,0.6060606060606061,0.2352941176470588,1.0,249695,0,13,4,2,"['Gm46124', 'Rubcnl']",0.7894831299781799
281 POR Gata3 Gly-Gaba,50,0.7203389830508474,0.34,1.0,249662,0,33,17,3,"['Dkk1', 'Ndnf', 'Gpr88']",0.0990843251347541
282 POR Spp1 Gly-Gaba,22,0.853658536585366,0.6363636363636364,0.9333333333333332,249689,1,8,14,2,"['Gm15543', 'Cox8b']",0.7714559435844421
283 PRP Otp Gly-Gaba,1402,0.6233766233766234,0.3423680456490727,0.7843137254901961,248178,132,922,480,3,"['Pax8', 'Otp', 'Hoxd3']",0.0422287285327911
284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba,121,0.8823529411764706,0.6198347107438017,0.986842105263158,249590,1,46,75,2,"['Ikzf1', 'Prrxl1']",0.1395026296377182
285 MY Lhx1 Gly-Gaba,2158,0.4641555285540705,0.3540315106580167,0.5032938076416338,246800,754,1394,764,4,"['Slc6a5', 'Lamp5', 'Lhx1', 'Slc30a3']",0.0175165869295597
286 PPY-PGRNl Vip Glyc-Gaba,136,0.6156716417910447,0.2426470588235294,1.0,249576,0,103,33,3,"['Vip', 'Gbx2', 'Coch']",0.0751957297325134
287 MV-SPIV-PRP Dmbx1 Gly-Gaba,590,0.5998389694041868,0.2525423728813559,0.9141104294478528,249108,14,441,149,3,"['Dmbx1', 'Skor1', 'Tfap2b']",0.0845821574330329
288 MDRN Hoxb5 Ebf2 Gly-Gaba,259,0.7083906464924347,0.3976833976833976,0.8803418803418803,249439,14,156,103,3,"['Pax8', 'Irx3', 'Hoxb5']",0.0548607558012008
289 MDRNd Prox1 Pax6 Gly-Gaba,138,0.6818181818181818,0.3260869565217391,0.9375,249571,3,93,45,3,"['Sp8', 'Pax6', 'Hoxc4']",0.0493074618279933
290 MY Prox1 Lmo7 Gly-Gaba,253,0.4679376083188908,0.2134387351778656,0.6666666666666666,249432,27,199,54,4,"['Cyp26b1', 'Skor1', 'Pax2', 'Lamp5']",0.0724145546555519
291 NTS-MDRNd Prox1 Zic1 Gly-Gaba,300,0.5425824175824175,0.2633333333333333,0.7383177570093458,249384,28,221,79,3,"['Tfap2a', 'Adamts18', 'Hoxa5']",0.1061021164059639
292 MV Nkx6-1 Gly-Gaba,377,0.7788018433179722,0.4482758620689655,0.9548022598870056,249327,8,208,169,3,"['Npsr1', 'Nkx6-1', 'Dach2']",0.0876686871051788
293 PAS-MV Ebf2 Gly-Gaba,688,0.5747663551401869,0.3575581395348837,0.6776859504132231,248907,117,442,246,4,"['Skor1', 'Slc6a5', 'Bhlhe22', 'Ebf2']",0.0285454727709293
294 MV Pax6 Gly-Gaba,299,0.6393001345895021,0.3177257525083612,0.8558558558558559,249397,16,204,95,4,"['Grin2c', 'Pax2', 'Pvalb', 'Irx2']",0.0354831144213676
295 CBN Dmbx1 Gaba,100,0.8256880733944953,0.72,0.8571428571428571,249600,12,28,72,2,"['Dmbx1', 'Ramp3']",0.1612094342708587
296 RPA Pax6 Hoxb5 Gly-Gaba,275,0.5698234349919743,0.2581818181818182,0.8160919540229885,249421,16,204,71,3,"['Cdh23', 'Sox1', 'Hoxb3']",0.0308334287256002
297 CU-ECU Pax2 Gly-Gaba,15,0.9701492537313434,0.8666666666666667,1.0,249697,0,2,13,3,"['Cdh23', 'Grid2ip', 'B230323A14Rik']",0.1479313671588897
298 PRP Gata3 Slc6a5 Gly-Gaba,285,0.6942277691107644,0.312280701754386,1.0,249427,0,196,89,3,"['2600014E21Rik', 'Gata3', 'Hoxb3']",0.0325958989560604
299 MARN-PPY Ngfr Gly-Gaba,28,0.8695652173913042,0.5714285714285714,1.0,249684,0,12,16,3,"['Nxph2', 'Ngfr', 'Sall1']",0.289578229188919
300 PARN-MDRNd-NTS Gbx2 Gly-Gaba,2042,0.4987385988744421,0.5034280117531832,0.4975798644724105,246632,1038,1014,1028,3,"['Gbx2', 'Pax2', 'Hoxd3']",0.0436004064977169
301 MV Nr4a2 Gly-Gaba,35,0.6593406593406593,0.3428571428571428,0.8571428571428571,249675,2,23,12,3,"['Gm30624', 'Slc18a2', 'Lamp5']",0.1276481598615646
302 MV Xdh Gly-Gaba,48,0.8214285714285714,0.4791666666666667,1.0,249664,0,25,23,3,"['Xdh', 'Lpl', 'Gbx2']",0.1432833820581436
303 IRN Dmbx1 Pax2 Gly-Gaba,174,0.6231884057971014,0.4942528735632184,0.6666666666666666,249495,43,88,86,3,"['Dmbx1', 'Pax2', 'Hoxb3']",0.0438027642667293
304 NTS-PARN Neurod2 Gly-Gaba,2249,0.5474503265249409,0.3503779457536683,0.6370250606305577,247014,449,1461,788,3,"['Arhgap15', 'Hoxc4', 'Slc6a5']",0.0418158285319805
305 SPVI-SPVC Sall3 Nfib Gly-Gaba,1077,0.5706433882961526,0.3277623026926648,0.7003968253968254,248484,151,724,353,3,"['Cdh3', 'Shisa8', 'Lamp5']",0.2680624425411224
306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba,975,0.7137112987535184,0.3641025641025641,0.9391534391534392,248714,23,620,355,3,"['Frzb', 'Gbx1', 'Sall3']",0.243064597249031
307 RO-RPA Pkd2l1 Gaba,150,0.9126984126984128,0.7666666666666667,0.9583333333333334,249557,5,35,115,2,"['Pkd2l1', 'Glp1r']",0.7063206434249878
308 DCO Il22 Gly-Gaba,474,0.5344827586206896,0.1962025316455696,0.9393939393939394,249232,6,381,93,3,"['Fam107b', 'Pvalb', 'Bhlhe22']",0.0369220934808254
309 CB PLI Gly-Gaba,425,0.5637513171759748,0.2517647058823529,0.816793893129771,249263,24,318,107,2,"['Inhba', 'Tfap2b']",0.0537258684635162
310 CBX Golgi Gly-Gaba,100,0.8734939759036144,0.58,1.0,249612,0,42,58,2,"['Scrg1', 'Grm2']",0.1071626022458076
311 CBX MLI Megf11 Gaba,200,0.6644144144144144,0.295,0.9672131147540984,249510,2,141,59,2,"['Gldc', 'Pvalb']",0.0616708621382713
