cell_set_accession	cell_label	Add_to_CL
CS20230722_SUPT_0060	0060 LA-BLA-BMA-PA Glut_1	
CS20230722_SUPT_0061	0061 LA-BLA-BMA-PA Glut_2	
CS20230722_SUPT_0062	0062 LA-BLA-BMA-PA Glut_3	
CS20230722_SUPT_0063	0063 LA-BLA-BMA-PA Glut_4	
CS20230722_SUPT_0064	0064 LA-BLA-BMA-PA Glut_5	
CS20230722_SUPT_0065	0065 LA-BLA-BMA-PA Glut_6	
CS20230722_SUPT_0066	0066 ENTmv-PA-COAp Glut_1	
CS20230722_SUPT_0067	0067 ENTmv-PA-COAp Glut_2	
CS20230722_SUPT_0068	0068 ENTmv-PA-COAp Glut_3	
CS20230722_SUPT_0069	0069 CA1-ProS Glut_1	
CS20230722_SUPT_0070	0070 CA1-ProS Glut_2	
CS20230722_SUPT_0071	0071 CA1-ProS Glut_3	
CS20230722_SUPT_0072	0072 CA1-ProS Glut_4	
CS20230722_SUPT_0073	0073 CA1-ProS Glut_5	
CS20230722_SUPT_0074	0074 CA1-ProS Glut_6	
CS20230722_SUPT_0075	0075 CA3 Glut_1	
CS20230722_SUPT_0076	0076 CA3 Glut_2	
CS20230722_SUPT_0077	0077 CA3 Glut_3	
CS20230722_SUPT_0078	0078 CA3 Glut_4	
CS20230722_SUPT_0079	0079 CA3 Glut_5	
CS20230722_SUPT_0080	0080 L2 IT PPP-APr Glut_1	
CS20230722_SUPT_0081	0081 L2 IT PPP-APr Glut_2	
CS20230722_SUPT_0082	0082 L2 IT PPP-APr Glut_3	
CS20230722_SUPT_0083	0083 L2 IT PPP-APr Glut_4	
CS20230722_SUPT_0084	0084 L2/3 IT PPP Glut_1	
CS20230722_SUPT_0085	0085 L2/3 IT PPP Glut_2	
CS20230722_SUPT_0086	0086 L2/3 IT PPP Glut_3	
CS20230722_SUPT_0087	0087 L2/3 IT RSP Glut_1	
CS20230722_SUPT_0088	0088 L2/3 IT RSP Glut_2	
CS20230722_SUPT_0089	0089 L4 RSP-ACA Glut_1	
CS20230722_SUPT_0090	0090 L5 ET CTX Glut_1	
CS20230722_SUPT_0091	0091 L5 ET CTX Glut_2	
CS20230722_SUPT_0092	0092 L5 ET CTX Glut_3	
CS20230722_SUPT_0093	0093 L5 ET CTX Glut_4	
CS20230722_SUPT_0094	0094 L5 ET CTX Glut_5	
CS20230722_SUPT_0095	0095 L5 ET CTX Glut_6	
CS20230722_SUPT_0096	0096 SUB-ProS Glut_1	
CS20230722_SUPT_0097	0097 SUB-ProS Glut_2	
CS20230722_SUPT_0098	0098 SUB-ProS Glut_3	
CS20230722_SUPT_0099	0099 L5 PPP Glut_1	
CS20230722_SUPT_0100	0100 CA2-FC-IG Glut_1	
CS20230722_SUPT_0101	0101 CA2-FC-IG Glut_2	
CS20230722_SUPT_0102	0102 NLOT Rho Glut_1	
CS20230722_SUPT_0103	0103 L6b EPd Glut_1	
CS20230722_SUPT_0104	0104 L6b EPd Glut_2	
CS20230722_SUPT_0105	0105 L6b EPd Glut_3	
CS20230722_SUPT_0106	0106 L6b/CT ENT Glut_1	
CS20230722_SUPT_0107	0107 L6b/CT ENT Glut_2	
CS20230722_SUPT_0108	0108 L6b/CT ENT Glut_3	
CS20230722_SUPT_0109	0109 L6b/CT ENT Glut_4	
CS20230722_SUPT_0110	0110 L6b CTX Glut_1	
CS20230722_SUPT_0111	0111 L6b CTX Glut_2	
CS20230722_SUPT_0112	0112 L6b CTX Glut_3	
CS20230722_SUPT_0113	0113 L6b CTX Glut_4	
CS20230722_SUPT_0114	0114 L6 CT CTX Glut_1	
CS20230722_SUPT_0115	0115 L6 CT CTX Glut_2	
CS20230722_SUPT_0116	0116 L6 CT CTX Glut_3	
CS20230722_SUPT_0117	0117 L6 CT CTX Glut_4	
CS20230722_SUPT_0118	0118 L6 CT CTX Glut_5	
CS20230722_SUPT_0119	0119 L6 CT CTX Glut_6	
CS20230722_SUPT_0120	0120 CT SUB Glut_1	
CS20230722_SUPT_0121	0121 CT SUB Glut_2	
CS20230722_SUPT_0122	0122 L5 NP CTX Glut_1	
CS20230722_SUPT_0123	0123 L5 NP CTX Glut_2	
CS20230722_SUPT_0124	0124 L5 NP CTX Glut_3	
CS20230722_SUPT_0125	0125 L5 NP CTX Glut_4	
CS20230722_SUPT_0126	0126 L5 NP CTX Glut_5	
CS20230722_SUPT_0127	0127 NP SUB Glut_1	
CS20230722_SUPT_0128	0128 NP SUB Glut_2	
CS20230722_SUPT_0129	0129 NP PPP Glut_1	
CS20230722_SUPT_0130	0130 OB Eomes Ms4a15 Glut_1	
CS20230722_SUPT_0131	0131 OB Eomes Ms4a15 Glut_2	
CS20230722_SUPT_0132	0132 OB Eomes Ms4a15 Glut_3	
CS20230722_SUPT_0133	0133 OB Eomes Ms4a15 Glut_4	
CS20230722_SUPT_0134	0134 OB Eomes Ms4a15 Glut_5	
CS20230722_SUPT_0135	0135 HPF CR Glut_1	
CS20230722_SUPT_0136	0136 DG Glut_1	
CS20230722_SUPT_0137	0137 DG Glut_2	
CS20230722_SUPT_0138	0138 DG Glut_3	
CS20230722_SUPT_0139	0139 DG Glut_4	
CS20230722_SUPT_0140	0140 DG-PIR Ex IMN_1	
CS20230722_SUPT_0141	0141 DG-PIR Ex IMN_2	
CS20230722_SUPT_0142	0142 DG-PIR Ex IMN_3	
CS20230722_SUPT_0143	0143 OB Meis2 Thsd7b Gaba_1	
CS20230722_SUPT_0144	0144 OB Meis2 Thsd7b Gaba_2	
CS20230722_SUPT_0145	0145 OB Meis2 Thsd7b Gaba_3	
CS20230722_SUPT_0146	0146 OB Meis2 Thsd7b Gaba_4	
CS20230722_SUPT_0147	0147 OB Meis2 Thsd7b Gaba_5	
CS20230722_SUPT_0148	0148 OB Trdn Gaba_1	
CS20230722_SUPT_0149	0149 OB Trdn Gaba_2	
CS20230722_SUPT_0150	0150 OB-in Frmd7 Gaba_1	
CS20230722_SUPT_0151	0151 OB-in Frmd7 Gaba_2	
CS20230722_SUPT_0152	0152 OB-in Frmd7 Gaba_3	
CS20230722_SUPT_0153	0153 OB-in Frmd7 Gaba_4	
CS20230722_SUPT_0154	0154 OB-in Frmd7 Gaba_5	
CS20230722_SUPT_0155	0155 OB-in Frmd7 Gaba_6	
CS20230722_SUPT_0156	0156 OB-in Frmd7 Gaba_7	
CS20230722_SUPT_0157	0157 OB-in Frmd7 Gaba_8	
CS20230722_SUPT_0158	0158 OB-out Frmd7 Gaba_1	
CS20230722_SUPT_0159	0159 OB-out Frmd7 Gaba_2	
CS20230722_SUPT_0160	0160 OB-out Frmd7 Gaba_3	
CS20230722_SUPT_0161	0161 OB-mi Frmd7 Gaba_1	
CS20230722_SUPT_0162	0162 OB Dopa-Gaba_1	
CS20230722_SUPT_0163	0163 OB Dopa-Gaba_2	
CS20230722_SUPT_0164	0164 OB Dopa-Gaba_3	
CS20230722_SUPT_0165	0165 OB Dopa-Gaba_4	
CS20230722_SUPT_0166	0166 OB-STR-CTX Inh IMN_1	
CS20230722_SUPT_0167	0167 OB-STR-CTX Inh IMN_2	
CS20230722_SUPT_0168	0168 OB-STR-CTX Inh IMN_3	
CS20230722_SUPT_0169	0169 OB-STR-CTX Inh IMN_4	
CS20230722_SUPT_0170	0170 OB-STR-CTX Inh IMN_5	
CS20230722_SUPT_0171	0171 OB-STR-CTX Inh IMN_6	
CS20230722_SUPT_0172	0172 OB-STR-CTX Inh IMN_7	
CS20230722_SUPT_0173	0173 Vip Gaba_1	
CS20230722_SUPT_0174	0174 Vip Gaba_2	
CS20230722_SUPT_0175	0175 Vip Gaba_3	
CS20230722_SUPT_0176	0176 Vip Gaba_4	
CS20230722_SUPT_0177	0177 Vip Gaba_5	
CS20230722_SUPT_0178	0178 Vip Gaba_6	
CS20230722_SUPT_0179	0179 Vip Gaba_7	
CS20230722_SUPT_0180	0180 Vip Gaba_8	
CS20230722_SUPT_0181	0181 Vip Gaba_9	
CS20230722_SUPT_0182	0182 Vip Gaba_10	
CS20230722_SUPT_0183	0183 Vip Gaba_11	
CS20230722_SUPT_0184	0184 Vip Gaba_12	
CS20230722_SUPT_0185	0185 Sncg Gaba_1	
CS20230722_SUPT_0186	0186 Sncg Gaba_2	
CS20230722_SUPT_0187	0187 Sncg Gaba_3	
CS20230722_SUPT_0188	0188 Sncg Gaba_4	
CS20230722_SUPT_0189	0189 Sncg Gaba_5	
CS20230722_SUPT_0190	0190 Sncg Gaba_6	
CS20230722_SUPT_0191	0191 Sncg Gaba_7	
CS20230722_SUPT_0192	0192 Sncg Gaba_8	
CS20230722_SUPT_0193	0193 RHP-COA Ndnf Gaba_1	
CS20230722_SUPT_0194	0194 RHP-COA Ndnf Gaba_2	
CS20230722_SUPT_0195	0195 RHP-COA Ndnf Gaba_3	
CS20230722_SUPT_0196	0196 RHP-COA Ndnf Gaba_4	
CS20230722_SUPT_0197	0197 RHP-COA Ndnf Gaba_5	
CS20230722_SUPT_0198	0198 RHP-COA Ndnf Gaba_6	
CS20230722_SUPT_0199	0199 Lamp5 Gaba_1	
CS20230722_SUPT_0200	0200 Lamp5 Gaba_2	
CS20230722_SUPT_0201	0201 Lamp5 Gaba_3	
CS20230722_SUPT_0202	0202 Lamp5 Gaba_4	
CS20230722_SUPT_0203	0203 Lamp5 Lhx6 Gaba_1	
CS20230722_SUPT_0204	0204 Pvalb chandelier Gaba_1	
CS20230722_SUPT_0205	0205 Pvalb Gaba_1	
CS20230722_SUPT_0206	0206 Pvalb Gaba_2	
CS20230722_SUPT_0207	0207 Pvalb Gaba_3	
CS20230722_SUPT_0208	0208 Pvalb Gaba_4	
CS20230722_SUPT_0209	0209 Pvalb Gaba_5	
CS20230722_SUPT_0210	0210 Pvalb Gaba_6	
CS20230722_SUPT_0211	0211 Pvalb Gaba_7	
CS20230722_SUPT_0212	0212 Pvalb Gaba_8	
CS20230722_SUPT_0213	0213 Pvalb Gaba_9	
CS20230722_SUPT_0214	0214 Sst Gaba_1	
CS20230722_SUPT_0215	0215 Sst Gaba_2	
CS20230722_SUPT_0216	0216 Sst Gaba_3	
CS20230722_SUPT_0217	0217 Sst Gaba_4	
CS20230722_SUPT_0218	0218 Sst Gaba_5	
CS20230722_SUPT_0219	0219 Sst Gaba_6	
CS20230722_SUPT_0220	0220 Sst Gaba_7	
CS20230722_SUPT_0221	0221 Sst Gaba_8	
CS20230722_SUPT_0222	0222 Sst Gaba_9	
CS20230722_SUPT_0223	0223 Sst Gaba_10	
CS20230722_SUPT_0224	0224 Sst Gaba_11	
CS20230722_SUPT_0225	0225 Sst Gaba_12	
CS20230722_SUPT_0226	0226 Sst Gaba_13	
CS20230722_SUPT_0227	0227 Sst Gaba_14	
CS20230722_SUPT_0228	0228 Sst Gaba_15	
CS20230722_SUPT_0229	0229 Sst Gaba_16	
CS20230722_SUPT_0230	0230 Sst Gaba_17	
CS20230722_SUPT_0231	0231 Sst Gaba_18	
CS20230722_SUPT_0232	0232 Sst Gaba_19	
CS20230722_SUPT_0233	0233 STR Prox1 Lhx6 Gaba_1	
CS20230722_SUPT_0234	0234 STR Prox1 Lhx6 Gaba_2	
CS20230722_SUPT_0235	0235 STR Prox1 Lhx6 Gaba_3	
CS20230722_SUPT_0236	0236 STR Lhx8 Gaba_1	
CS20230722_SUPT_0237	0237 STR Lhx8 Gaba_2	
CS20230722_SUPT_0238	0238 Sst Chodl Gaba_1	
CS20230722_SUPT_0239	0239 Sst Chodl Gaba_2	
CS20230722_SUPT_0240	0240 Sst Chodl Gaba_3	
CS20230722_SUPT_0241	0241 Sst Chodl Gaba_4	
CS20230722_SUPT_0242	0242 Sst Chodl Gaba_5	
CS20230722_SUPT_0243	0243 Sst Chodl Gaba_6	
CS20230722_SUPT_0244	0244 NDB-SI-MA-STRv Lhx8 Gaba_1	
CS20230722_SUPT_0245	0245 NDB-SI-MA-STRv Lhx8 Gaba_2	
CS20230722_SUPT_0246	0246 NDB-SI-MA-STRv Lhx8 Gaba_3	
CS20230722_SUPT_0247	0247 NDB-SI-MA-STRv Lhx8 Gaba_4	
CS20230722_SUPT_0248	0248 NDB-SI-MA-STRv Lhx8 Gaba_5	
CS20230722_SUPT_0249	0249 NDB-SI-MA-STRv Lhx8 Gaba_6	
CS20230722_SUPT_0250	0250 NDB-SI-MA-STRv Lhx8 Gaba_7	
CS20230722_SUPT_0251	0251 NDB-SI-MA-STRv Lhx8 Gaba_8	
CS20230722_SUPT_0252	0252 NDB-SI-MA-STRv Lhx8 Gaba_9	
CS20230722_SUPT_0253	0253 NDB-SI-MA-STRv Lhx8 Gaba_10	
CS20230722_SUPT_0254	0254 NDB-SI-MA-STRv Lhx8 Gaba_11	
CS20230722_SUPT_0255	0255 NDB-SI-MA-STRv Lhx8 Gaba_12	
CS20230722_SUPT_0256	0256 NDB-SI-MA-STRv Lhx8 Gaba_13	
CS20230722_SUPT_0257	0257 GPe-SI Sox6 Cyp26b1 Gaba_1	
CS20230722_SUPT_0258	0258 GPe-SI Sox6 Cyp26b1 Gaba_2	
CS20230722_SUPT_0259	0259 PAL-STR Gaba-Chol_1	
CS20230722_SUPT_0260	0260 PAL-STR Gaba-Chol_2	
CS20230722_SUPT_0261	0261 PAL-STR Gaba-Chol_3	
CS20230722_SUPT_0262	0262 OT D3 Folh1 Gaba_1	
CS20230722_SUPT_0263	0263 OT D3 Folh1 Gaba_2	
CS20230722_SUPT_0264	0264 OT D3 Folh1 Gaba_3	
CS20230722_SUPT_0265	0265 STR D1 Gaba_1	
CS20230722_SUPT_0266	0266 STR D1 Gaba_2	
CS20230722_SUPT_0267	0267 STR D1 Gaba_3	
CS20230722_SUPT_0268	0268 STR D1 Gaba_4	
CS20230722_SUPT_0269	0269 STR D1 Gaba_5	
CS20230722_SUPT_0270	0270 STR D1 Gaba_6	
CS20230722_SUPT_0271	0271 STR D1 Gaba_7	
CS20230722_SUPT_0272	0272 STR D1 Gaba_8	
CS20230722_SUPT_0273	0273 STR D1 Gaba_9	
CS20230722_SUPT_0274	0274 STR D2 Gaba_1	
CS20230722_SUPT_0275	0275 STR D2 Gaba_2	
CS20230722_SUPT_0276	0276 STR D2 Gaba_3	
CS20230722_SUPT_0277	0277 STR D2 Gaba_4	
CS20230722_SUPT_0278	0278 STR D2 Gaba_5	
CS20230722_SUPT_0279	0279 STR D2 Gaba_6	
CS20230722_SUPT_0280	0280 STR D2 Gaba_7	
CS20230722_SUPT_0281	0281 STR D1 Sema5a Gaba_1	
CS20230722_SUPT_0282	0282 STR D1 Sema5a Gaba_2	
CS20230722_SUPT_0283	0283 STR D1 Sema5a Gaba_3	
CS20230722_SUPT_0284	0284 STR D1 Sema5a Gaba_4	
CS20230722_SUPT_0285	0285 STR-PAL Chst9 Gaba_1	
CS20230722_SUPT_0286	0286 STR-PAL Chst9 Gaba_2	
CS20230722_SUPT_0287	0287 STR-PAL Chst9 Gaba_3	
CS20230722_SUPT_0288	0288 STR-PAL Chst9 Gaba_4	
CS20230722_SUPT_0289	0289 STR-PAL Chst9 Gaba_5	
CS20230722_SUPT_0290	0290 IA Mgp Gaba_1	
CS20230722_SUPT_0291	0291 IA Mgp Gaba_2	
CS20230722_SUPT_0292	0292 IA Mgp Gaba_3	
CS20230722_SUPT_0293	0293 IA Mgp Gaba_4	
CS20230722_SUPT_0294	0294 IA Mgp Gaba_5	
CS20230722_SUPT_0295	0295 NDB-SI-ant Prdm12 Gaba_1	
CS20230722_SUPT_0296	0296 NDB-SI-ant Prdm12 Gaba_2	
CS20230722_SUPT_0297	0297 NDB-SI-ant Prdm12 Gaba_3	
CS20230722_SUPT_0298	0298 NDB-SI-ant Prdm12 Gaba_4	
CS20230722_SUPT_0299	0299 LSX Sall3 Pax6 Gaba_1	
CS20230722_SUPT_0300	0300 LSX Sall3 Pax6 Gaba_2	
CS20230722_SUPT_0301	0301 LSX Otx2 Gaba_1	
CS20230722_SUPT_0302	0302 LSX Otx2 Gaba_2	
CS20230722_SUPT_0303	0303 LSX Otx2 Gaba_3	
CS20230722_SUPT_0304	0304 LSX Otx2 Gaba_4	
CS20230722_SUPT_0305	0305 LSX Otx2 Gaba_5	
CS20230722_SUPT_0306	0306 LSX Nkx2-1 Gaba_1	
CS20230722_SUPT_0307	0307 LSX Nkx2-1 Gaba_2	
CS20230722_SUPT_0308	0308 LSX Nkx2-1 Gaba_3	
CS20230722_SUPT_0309	0309 LSX Nkx2-1 Gaba_4	
CS20230722_SUPT_0310	0310 LSX Nkx2-1 Gaba_5	
CS20230722_SUPT_0311	0311 LSX Nkx2-1 Gaba_6	
CS20230722_SUPT_0312	0312 LSX Nkx2-1 Gaba_7	
CS20230722_SUPT_0313	0313 LSX Nkx2-1 Gaba_8	
CS20230722_SUPT_0314	0314 LSX Nkx2-1 Gaba_9	
CS20230722_SUPT_0315	0315 LSX Nkx2-1 Gaba_10	
CS20230722_SUPT_0316	0316 LSX Nkx2-1 Gaba_11	
CS20230722_SUPT_0317	0317 LSX Prdm12 Slit2 Gaba_1	
CS20230722_SUPT_0318	0318 LSX Prdm12 Slit2 Gaba_2	
CS20230722_SUPT_0319	0319 LSX Prdm12 Slit2 Gaba_3	
CS20230722_SUPT_0320	0320 LSX Prdm12 Slit2 Gaba_4	
CS20230722_SUPT_0321	0321 LSX Prdm12 Slit2 Gaba_5	
CS20230722_SUPT_0322	0322 LSX Prdm12 Slit2 Gaba_6	
CS20230722_SUPT_0323	0323 LSX Prdm12 Slit2 Gaba_7	
CS20230722_SUPT_0324	0324 LSX Prdm12 Slit2 Gaba_8	
CS20230722_SUPT_0325	0325 LSX Prdm12 Slit2 Gaba_9	
CS20230722_SUPT_0326	0326 LSX Prdm12 Zeb2 Gaba_1	
CS20230722_SUPT_0327	0327 LSX Prdm12 Zeb2 Gaba_2	
CS20230722_SUPT_0328	0328 LSX Prdm12 Zeb2 Gaba_3	
CS20230722_SUPT_0329	0329 LSX Prdm12 Zeb2 Gaba_4	
CS20230722_SUPT_0330	0330 LSX Prdm12 Zeb2 Gaba_5	
CS20230722_SUPT_0331	0331 LSX Sall3 Lmo1 Gaba_1	
CS20230722_SUPT_0332	0332 LSX Sall3 Lmo1 Gaba_2	
CS20230722_SUPT_0333	0333 LSX Sall3 Lmo1 Gaba_3	
CS20230722_SUPT_0334	0334 LSX Sall3 Lmo1 Gaba_4	
CS20230722_SUPT_0335	0335 LSX Sall3 Lmo1 Gaba_5	
CS20230722_SUPT_0336	0336 LSX Sall3 Lmo1 Gaba_6	
CS20230722_SUPT_0337	0337 MEA-BST Sox6 Gaba_1	
CS20230722_SUPT_0338	0338 MEA-BST Sox6 Gaba_2	
CS20230722_SUPT_0339	0339 MEA-BST Sox6 Gaba_3	
CS20230722_SUPT_0340	0340 MEA-BST Sox6 Gaba_4	
CS20230722_SUPT_0341	0341 MEA-BST Sox6 Gaba_5	
CS20230722_SUPT_0342	0342 MEA-BST Sox6 Gaba_6	
CS20230722_SUPT_0343	0343 MEA-BST Sox6 Gaba_7	
CS20230722_SUPT_0344	0344 MEA-BST Sox6 Gaba_8	
CS20230722_SUPT_0345	0345 MEA-BST Sox6 Gaba_9	
CS20230722_SUPT_0346	0346 MEA-BST Sox6 Gaba_10	
CS20230722_SUPT_0347	0347 MEA-BST Lhx6 Sp9 Gaba_1	
CS20230722_SUPT_0348	0348 MEA-BST Lhx6 Sp9 Gaba_2	
CS20230722_SUPT_0349	0349 MEA-BST Lhx6 Sp9 Gaba_3	
CS20230722_SUPT_0350	0350 MEA-BST Lhx6 Sp9 Gaba_4	
CS20230722_SUPT_0351	0351 MEA-BST Lhx6 Sp9 Gaba_5	
CS20230722_SUPT_0352	0352 MEA-BST Lhx6 Sp9 Gaba_6	
CS20230722_SUPT_0353	0353 MEA-BST Lhx6 Sp9 Gaba_7	
CS20230722_SUPT_0354	0354 MEA-BST Lhx6 Nr2e1 Gaba_1	
CS20230722_SUPT_0355	0355 MEA-BST Lhx6 Nr2e1 Gaba_2	
CS20230722_SUPT_0356	0356 MEA-BST Lhx6 Nr2e1 Gaba_3	
CS20230722_SUPT_0357	0357 MEA-BST Lhx6 Nfib Gaba_1	
CS20230722_SUPT_0358	0358 MEA-BST Lhx6 Nfib Gaba_2	
CS20230722_SUPT_0359	0359 MEA-BST Lhx6 Nfib Gaba_3	
CS20230722_SUPT_0360	0360 MEA-BST Lhx6 Nfib Gaba_4	
CS20230722_SUPT_0361	0361 MEA-BST Lhx6 Nfib Gaba_5	
CS20230722_SUPT_0362	0362 MEA-BST Lhx6 Nfib Gaba_6	
CS20230722_SUPT_0363	0363 CEA-BST Gal Avp Gaba_1	
CS20230722_SUPT_0364	0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1	
CS20230722_SUPT_0365	0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2	
CS20230722_SUPT_0366	0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3	
CS20230722_SUPT_0367	0367 CEA-BST Six3 Cyp26b1 Gaba_1	
CS20230722_SUPT_0368	0368 CEA-BST Six3 Cyp26b1 Gaba_2	
CS20230722_SUPT_0369	0369 CEA-BST Six3 Cyp26b1 Gaba_3	
CS20230722_SUPT_0370	0370 CEA-BST Six3 Cyp26b1 Gaba_4	
CS20230722_SUPT_0371	0371 CEA-BST Six3 Cyp26b1 Gaba_5	
CS20230722_SUPT_0372	0372 CEA-BST Six3 Cyp26b1 Gaba_6	
CS20230722_SUPT_0373	0373 CEA-AAA-BST Six3 Sp9 Gaba_1	
CS20230722_SUPT_0374	0374 CEA-AAA-BST Six3 Sp9 Gaba_2	
CS20230722_SUPT_0375	0375 CEA-AAA-BST Six3 Sp9 Gaba_3	
CS20230722_SUPT_0376	0376 CEA-AAA-BST Six3 Sp9 Gaba_4	
CS20230722_SUPT_0377	0377 CEA-AAA-BST Six3 Sp9 Gaba_5	
CS20230722_SUPT_0378	0378 CEA-AAA-BST Six3 Sp9 Gaba_6	
CS20230722_SUPT_0379	0379 CEA-AAA-BST Six3 Sp9 Gaba_7	
CS20230722_SUPT_0380	0380 CEA-AAA-BST Six3 Sp9 Gaba_8	
CS20230722_SUPT_0381	0381 ACB-BST-FS D1 Gaba_1	
CS20230722_SUPT_0382	0382 ACB-BST-FS D1 Gaba_2	
CS20230722_SUPT_0383	0383 ACB-BST-FS D1 Gaba_3	
CS20230722_SUPT_0384	0384 CEA-BST Ebf1 Pdyn Gaba_1	
CS20230722_SUPT_0385	0385 CEA-BST Ebf1 Pdyn Gaba_2	
CS20230722_SUPT_0386	0386 CEA-BST Ebf1 Pdyn Gaba_3	
CS20230722_SUPT_0387	0387 CEA-BST Ebf1 Pdyn Gaba_4	
CS20230722_SUPT_0388	0388 CEA-BST Ebf1 Pdyn Gaba_5	
CS20230722_SUPT_0389	0389 CEA-BST Ebf1 Pdyn Gaba_6	
CS20230722_SUPT_0390	0390 CEA-BST Ebf1 Pdyn Gaba_7	
CS20230722_SUPT_0391	0391 CEA-BST Ebf1 Pdyn Gaba_8	
CS20230722_SUPT_0392	0392 CEA-BST Rai14 Pdyn Crh Gaba_1	
CS20230722_SUPT_0393	0393 CEA-BST Rai14 Pdyn Crh Gaba_2	
CS20230722_SUPT_0394	0394 BST-SI-AAA Six3 Slc22a3 Gaba_1	
CS20230722_SUPT_0395	0395 BST-SI-AAA Six3 Slc22a3 Gaba_2	
CS20230722_SUPT_0396	0396 SI-MPO-LPO Lhx8 Gaba_1	
CS20230722_SUPT_0397	0397 SI-MPO-LPO Lhx8 Gaba_2	
CS20230722_SUPT_0398	0398 SI-MPO-LPO Lhx8 Gaba_3	
CS20230722_SUPT_0399	0399 SI-MPO-LPO Lhx8 Gaba_4	
CS20230722_SUPT_0400	0400 SI-MPO-LPO Lhx8 Gaba_5	
CS20230722_SUPT_0401	0401 SI-MPO-LPO Lhx8 Gaba_6	
CS20230722_SUPT_0402	0402 MPO-ADP Lhx8 Gaba_1	
CS20230722_SUPT_0403	0403 MPO-ADP Lhx8 Gaba_2	
CS20230722_SUPT_0404	0404 MPO-ADP Lhx8 Gaba_3	
CS20230722_SUPT_0405	0405 MPO-ADP Lhx8 Gaba_4	
CS20230722_SUPT_0406	0406 MPO-ADP Lhx8 Gaba_5	
CS20230722_SUPT_0407	0407 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_1	
CS20230722_SUPT_0408	0408 MPN-MPO-LPO Lhx6 Zfhx3 Gaba_2	
CS20230722_SUPT_0409	0409 BST Tac2 Gaba_1	
CS20230722_SUPT_0410	0410 BST Tac2 Gaba_2	
CS20230722_SUPT_0411	0411 PVR Six3 Sox3 Gaba_1	
CS20230722_SUPT_0412	0412 PVR Six3 Sox3 Gaba_2	
CS20230722_SUPT_0413	0413 PVR Six3 Sox3 Gaba_3	
CS20230722_SUPT_0414	0414 PVR Six3 Sox3 Gaba_4	
CS20230722_SUPT_0415	0415 PVR Six3 Sox3 Gaba_5	
CS20230722_SUPT_0416	0416 PVR Six3 Sox3 Gaba_6	
CS20230722_SUPT_0417	0417 PVR Six3 Sox3 Gaba_7	
CS20230722_SUPT_0418	0418 PVR Six3 Sox3 Gaba_8	
CS20230722_SUPT_0419	0419 PVR Six3 Sox3 Gaba_9	
CS20230722_SUPT_0420	0420 BST-MPN Six3 Nrgn Gaba_1	
CS20230722_SUPT_0421	0421 BST-MPN Six3 Nrgn Gaba_2	
CS20230722_SUPT_0422	0422 BST-MPN Six3 Nrgn Gaba_3	
CS20230722_SUPT_0423	0423 BST-MPN Six3 Nrgn Gaba_4	
CS20230722_SUPT_0424	0424 BST-MPN Six3 Nrgn Gaba_5	
CS20230722_SUPT_0425	0425 BST-MPN Six3 Nrgn Gaba_6	
CS20230722_SUPT_0426	0426 BST-MPN Six3 Nrgn Gaba_7	
CS20230722_SUPT_0427	0427 ARH-PVi Six6 Dopa-Gaba_1	
CS20230722_SUPT_0428	0428 ARH-PVi Six6 Dopa-Gaba_2	
CS20230722_SUPT_0429	0429 TMv-PMv Tbx3 Hist-Gaba_1	
CS20230722_SUPT_0430	0430 TMv-PMv Tbx3 Hist-Gaba_2	
CS20230722_SUPT_0431	0431 RT-ZI Gnb3 Gaba_1	
CS20230722_SUPT_0432	0432 RT-ZI Gnb3 Gaba_2	
CS20230722_SUPT_0433	0433 RT-ZI Gnb3 Gaba_3	
CS20230722_SUPT_0434	0434 RT-ZI Gnb3 Gaba_4	
CS20230722_SUPT_0435	0435 RT-ZI Gnb3 Gaba_5	
CS20230722_SUPT_0436	0436 SCH Six6 Cdc14a Gaba_1	
CS20230722_SUPT_0437	0437 SCH Six6 Cdc14a Gaba_2	
CS20230722_SUPT_0438	0438 SCH Six6 Cdc14a Gaba_3	
CS20230722_SUPT_0439	0439 DMH Prdm13 Gaba_1	
CS20230722_SUPT_0440	0440 DMH Prdm13 Gaba_2	
CS20230722_SUPT_0441	0441 PVHd Gsc Gaba_1	
CS20230722_SUPT_0442	0442 PVHd-SBPV Six3 Prox1 Gaba_1	
CS20230722_SUPT_0443	0443 PVHd-SBPV Six3 Prox1 Gaba_2	
CS20230722_SUPT_0444	0444 PVHd-SBPV Six3 Prox1 Gaba_3	
CS20230722_SUPT_0445	0445 PVHd-SBPV Six3 Prox1 Gaba_4	
CS20230722_SUPT_0446	0446 AHN-SBPV-PVHd Pdrm12 Gaba_1	
CS20230722_SUPT_0447	0447 AHN-SBPV-PVHd Pdrm12 Gaba_2	
CS20230722_SUPT_0448	0448 AHN-SBPV-PVHd Pdrm12 Gaba_3	
CS20230722_SUPT_0449	0449 AHN-SBPV-PVHd Pdrm12 Gaba_4	
CS20230722_SUPT_0450	0450 AHN-SBPV-PVHd Pdrm12 Gaba_5	
CS20230722_SUPT_0451	0451 AHN-SBPV-PVHd Pdrm12 Gaba_6	
