cell_set_accession	cell_label	Add_to_CL
CS20230722_CLUS_4414	4414 SPVI-SPVC Tlx3 Ebf3 Glut_1	
CS20230722_CLUS_4415	4415 SPVI-SPVC Tlx3 Ebf3 Glut_1	
CS20230722_CLUS_4416	4416 SPVI-SPVC Tlx3 Ebf3 Glut_1	
CS20230722_CLUS_4417	4417 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4418	4418 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4419	4419 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4420	4420 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4421	4421 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4422	4422 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4423	4423 SPVI-SPVC Tlx3 Ebf3 Glut_2	
CS20230722_CLUS_4424	4424 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4425	4425 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4426	4426 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4427	4427 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4428	4428 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4429	4429 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4430	4430 SPVI-SPVC Tlx3 Ebf3 Glut_3	
CS20230722_CLUS_4431	4431 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4432	4432 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4433	4433 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4434	4434 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4435	4435 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4436	4436 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4437	4437 SPVI-SPVC Tlx3 Ebf3 Glut_4	
CS20230722_CLUS_4438	4438 SPVI-SPVC Tlx3 Ebf3 Glut_5	
CS20230722_CLUS_4439	4439 SPVI-SPVC Tlx3 Ebf3 Glut_5	
CS20230722_CLUS_4440	4440 SPVI-SPVC Tlx3 Ebf3 Glut_5	
CS20230722_CLUS_4441	4441 SPVI-SPVC Tlx3 Ebf3 Glut_6	
CS20230722_CLUS_4442	4442 SPVI-SPVC Tlx3 Ebf3 Glut_6	
CS20230722_CLUS_4443	4443 SPVI-SPVC Tlx3 Ebf3 Glut_6	
CS20230722_CLUS_4444	4444 SPVI-SPVC Tlx3 Ebf3 Glut_6	
CS20230722_CLUS_4445	4445 SPVI-SPVC Tlx3 Ebf3 Glut_7	
CS20230722_CLUS_4446	4446 SPVI-SPVC Tlx3 Ebf3 Glut_7	
CS20230722_CLUS_4447	4447 SPVI-SPVC Tlx3 Ebf3 Glut_7	
CS20230722_CLUS_4448	4448 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4449	4449 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4450	4450 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4451	4451 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4452	4452 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4453	4453 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4454	4454 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4455	4455 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4456	4456 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4457	4457 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4458	4458 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4459	4459 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4460	4460 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4461	4461 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4462	4462 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4463	4463 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4464	4464 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4465	4465 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4466	4466 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4467	4467 CU-ECU-SPVI Foxb1 Glut_1	
CS20230722_CLUS_4468	4468 CU-ECU-SPVI Foxb1 Glut_2	
CS20230722_CLUS_4469	4469 CU-ECU-SPVI Foxb1 Glut_2	
CS20230722_CLUS_4470	4470 CU-ECU-SPVI Foxb1 Glut_2	
CS20230722_CLUS_4471	4471 CU-ECU-SPVI Foxb1 Glut_2	
CS20230722_CLUS_4472	4472 CU-ECU-SPVI Foxb1 Glut_3	
CS20230722_CLUS_4473	4473 CU-ECU-SPVI Foxb1 Glut_3	
CS20230722_CLUS_4474	4474 CU-ECU-SPVI Foxb1 Glut_4	
CS20230722_CLUS_4475	4475 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4476	4476 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4477	4477 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4478	4478 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4479	4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4480	4480 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4481	4481 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4482	4482 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4483	4483 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4484	4484 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4485	4485 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1	
CS20230722_CLUS_4486	4486 MV-SPIV Phox2b Ebf3 Lbx1 Glut_2	
CS20230722_CLUS_4487	4487 MV-SPIV Phox2b Ebf3 Lbx1 Glut_3	
CS20230722_CLUS_4488	4488 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4	
CS20230722_CLUS_4489	4489 MV-SPIV Phox2b Ebf3 Lbx1 Glut_5	
CS20230722_CLUS_4490	4490 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4491	4491 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4492	4492 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4493	4493 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4494	4494 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4495	4495 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4496	4496 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4497	4497 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4498	4498 MV-SPIV Zic4 Neurod2 Glut_1	
CS20230722_CLUS_4499	4499 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4500	4500 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4501	4501 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4502	4502 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4503	4503 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4504	4504 MV-SPIV Zic4 Neurod2 Glut_2	
CS20230722_CLUS_4505	4505 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4506	4506 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4507	4507 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4508	4508 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4509	4509 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4510	4510 MV-SPIV Zic4 Neurod2 Glut_3	
CS20230722_CLUS_4511	4511 MV-SPIV Zic4 Neurod2 Glut_4	
CS20230722_CLUS_4512	4512 MV-SPIV Zic4 Neurod2 Glut_4	
CS20230722_CLUS_4513	4513 MV-SPIV Zic4 Neurod2 Glut_4	
CS20230722_CLUS_4514	4514 MV-SPIV Zic4 Neurod2 Glut_4	
CS20230722_CLUS_4515	4515 MV-SPIV Zic4 Neurod2 Glut_5	
CS20230722_CLUS_4516	4516 MV-SPIV Zic4 Neurod2 Glut_5	
CS20230722_CLUS_4517	4517 NTS Aldh1a2 Glut_1	
CS20230722_CLUS_4518	4518 NTS Aldh1a2 Glut_1	
CS20230722_CLUS_4519	4519 NTS Aldh1a2 Glut_1	
CS20230722_CLUS_4520	4520 NTS Aldh1a2 Glut_1	
CS20230722_CLUS_4521	4521 CBN Neurod2 Pvalb Glut_1	
CS20230722_CLUS_4522	4522 CBN Neurod2 Pvalb Glut_1	
CS20230722_CLUS_4523	4523 CBN Neurod2 Pvalb Glut_1	
CS20230722_CLUS_4524	4524 CBN Neurod2 Pvalb Glut_1	
CS20230722_CLUS_4525	4525 NTS Dbh Glut_1	
CS20230722_CLUS_4526	4526 NTS Dbh Glut_1	
CS20230722_CLUS_4527	4527 NTS Dbh Glut_1	
CS20230722_CLUS_4528	4528 NTS Dbh Glut_1	
CS20230722_CLUS_4529	4529 NTS Dbh Glut_1	
CS20230722_CLUS_4530	4530 NTS Dbh Glut_1	
CS20230722_CLUS_4531	4531 NTS Dbh Glut_1	
CS20230722_CLUS_4532	4532 NTS Dbh Glut_1	
CS20230722_CLUS_4533	4533 NTS Dbh Glut_2	
CS20230722_CLUS_4534	4534 NTS Dbh Glut_2	
CS20230722_CLUS_4535	4535 NTS Dbh Glut_2	
CS20230722_CLUS_4536	4536 NTS Dbh Glut_2	
CS20230722_CLUS_4537	4537 NTS Dbh Glut_2	
CS20230722_CLUS_4538	4538 NTS Dbh Glut_2	
CS20230722_CLUS_4539	4539 NTS Dbh Glut_2	
CS20230722_CLUS_4540	4540 NTS Dbh Glut_2	
CS20230722_CLUS_4541	4541 NTS Dbh Glut_2	
CS20230722_CLUS_4542	4542 NTS Dbh Glut_3	
CS20230722_CLUS_4543	4543 NTS Dbh Glut_3	
CS20230722_CLUS_4544	4544 NTS Dbh Glut_3	
CS20230722_CLUS_4545	4545 NTS Dbh Glut_3	
CS20230722_CLUS_4546	4546 NTS Dbh Glut_3	
CS20230722_CLUS_4547	4547 NTS Dbh Glut_4	
CS20230722_CLUS_4548	4548 NTS Dbh Glut_4	
CS20230722_CLUS_4549	4549 NTS Dbh Glut_5	
CS20230722_CLUS_4550	4550 NTS Dbh Glut_6	
CS20230722_CLUS_4551	4551 DMX VII Tbx20 Chol_1	
CS20230722_CLUS_4552	4552 DMX VII Tbx20 Chol_1	
CS20230722_CLUS_4553	4553 DMX VII Tbx20 Chol_1	
CS20230722_CLUS_4554	4554 DMX VII Tbx20 Chol_1	
CS20230722_CLUS_4555	4555 DMX VII Tbx20 Chol_1	
CS20230722_CLUS_4556	4556 DMX VII Tbx20 Chol_2	
CS20230722_CLUS_4557	4557 IO Fgl2 Glut_1	
CS20230722_CLUS_4558	4558 VCO Mafa Meis2 Glut_1	
CS20230722_CLUS_4559	4559 VCO Mafa Meis2 Glut_1	
CS20230722_CLUS_4560	4560 VCO Mafa Meis2 Glut_1	
CS20230722_CLUS_4561	4561 VCO Mafa Meis2 Glut_2	
CS20230722_CLUS_4562	4562 VCO Mafa Meis2 Glut_3	
CS20230722_CLUS_4563	4563 VCO Mafa Meis2 Glut_3	
CS20230722_CLUS_4564	4564 VCO Mafa Meis2 Glut_3	
CS20230722_CLUS_4565	4565 VCO Mafa Meis2 Glut_3	
CS20230722_CLUS_4566	4566 VCO Mafa Meis2 Glut_4	
CS20230722_CLUS_4567	4567 SPVO Mafa Meis2 Glut_1	
CS20230722_CLUS_4568	4568 SPVO Mafa Meis2 Glut_1	
CS20230722_CLUS_4569	4569 SPVC Mafa Glut_1	
CS20230722_CLUS_4570	4570 SPVC Mafa Glut_1	
CS20230722_CLUS_4571	4571 SPVC Mafa Glut_1	
CS20230722_CLUS_4572	4572 SPVC Mafa Glut_1	
CS20230722_CLUS_4573	4573 SPVC Mafa Glut_1	
CS20230722_CLUS_4574	4574 SPVC Mafa Glut_2	
CS20230722_CLUS_4575	4575 SPVC Mafa Glut_2	
CS20230722_CLUS_4576	4576 SPVC Mafa Glut_2	
CS20230722_CLUS_4577	4577 SPVC Mafa Glut_2	
CS20230722_CLUS_4578	4578 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4579	4579 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4580	4580 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4581	4581 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4582	4582 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4583	4583 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4584	4584 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4585	4585 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4586	4586 SPVC Ccdc172 Glut_1	
CS20230722_CLUS_4587	4587 SPVC Nmu Glut_1	
CS20230722_CLUS_4588	4588 SPVC Nmu Glut_1	
CS20230722_CLUS_4589	4589 SPVC Nmu Glut_1	
CS20230722_CLUS_4590	4590 SPVC Nmu Glut_1	
CS20230722_CLUS_4591	4591 SPVC Nmu Glut_1	
CS20230722_CLUS_4592	4592 SPVC Nmu Glut_2	
CS20230722_CLUS_4593	4593 SPVC Nmu Glut_2	
CS20230722_CLUS_4594	4594 MDRNd Bves Glut_1	
CS20230722_CLUS_4595	4595 MDRNd Bves Glut_1	
CS20230722_CLUS_4596	4596 MDRNd Bves Glut_1	
CS20230722_CLUS_4597	4597 MDRNv Crp Glut_1	
CS20230722_CLUS_4598	4598 MDRNv Crp Glut_1	
CS20230722_CLUS_4599	4599 MDRNv Crp Glut_1	
CS20230722_CLUS_4600	4600 MDRNv Crp Glut_1	
CS20230722_CLUS_4601	4601 HB Calcb Chol_1	
CS20230722_CLUS_4602	4602 HB Calcb Chol_2	
CS20230722_CLUS_4603	4603 HB Calcb Chol_3	
CS20230722_CLUS_4604	4604 HB Calcb Chol_4	
CS20230722_CLUS_4605	4605 HB Calcb Chol_5	
CS20230722_CLUS_4606	4606 Pineal Crx Glut_1	
CS20230722_CLUS_4607	4607 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4608	4608 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4609	4609 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4610	4610 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4611	4611 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4612	4612 CS-RPO Meis2 Gaba_1	
CS20230722_CLUS_4613	4613 CS-RPO Meis2 Gaba_2	
CS20230722_CLUS_4614	4614 CS-RPO Meis2 Gaba_2	
CS20230722_CLUS_4615	4615 CS-RPO Meis2 Gaba_2	
CS20230722_CLUS_4616	4616 CS-RPO Meis2 Gaba_2	
CS20230722_CLUS_4617	4617 CS-RPO Meis2 Gaba_2	
CS20230722_CLUS_4618	4618 CS-RPO Meis2 Gaba_3	
CS20230722_CLUS_4619	4619 CS-RPO Meis2 Gaba_3	
CS20230722_CLUS_4620	4620 CS-RPO Meis2 Gaba_3	
CS20230722_CLUS_4621	4621 CS-RPO Meis2 Gaba_3	
CS20230722_CLUS_4622	4622 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4623	4623 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4624	4624 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4625	4625 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4626	4626 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4627	4627 CS-RPO Meis2 Gaba_4	
CS20230722_CLUS_4628	4628 CS-RPO Meis2 Gaba_5	
CS20230722_CLUS_4629	4629 CS-RPO Meis2 Gaba_5	
CS20230722_CLUS_4630	4630 CS-RPO Meis2 Gaba_5	
CS20230722_CLUS_4631	4631 CS-RPO Meis2 Gaba_5	
CS20230722_CLUS_4632	4632 CS-RPO Meis2 Gaba_5	
CS20230722_CLUS_4633	4633 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4634	4634 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4635	4635 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4636	4636 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4637	4637 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4638	4638 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4639	4639 PRNc Otp Gly-Gaba_1	
CS20230722_CLUS_4640	4640 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4641	4641 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4642	4642 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4643	4643 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4644	4644 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4645	4645 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4646	4646 PRNc Otp Gly-Gaba_2	
CS20230722_CLUS_4647	4647 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4648	4648 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4649	4649 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4650	4650 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4651	4651 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4652	4652 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4653	4653 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4654	4654 PRNc Otp Gly-Gaba_3	
CS20230722_CLUS_4655	4655 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4656	4656 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4657	4657 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4658	4658 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4659	4659 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4660	4660 PRNc Otp Gly-Gaba_4	
CS20230722_CLUS_4661	4661 PRNc Otp Gly-Gaba_5	
CS20230722_CLUS_4662	4662 PRNc Otp Gly-Gaba_5	
CS20230722_CLUS_4663	4663 PRNc Otp Gly-Gaba_5	
CS20230722_CLUS_4664	4664 PB Sst Gly-Gaba_1	
CS20230722_CLUS_4665	4665 PB Sst Gly-Gaba_1	
CS20230722_CLUS_4666	4666 PB Sst Gly-Gaba_1	
CS20230722_CLUS_4667	4667 PB Sst Gly-Gaba_1	
CS20230722_CLUS_4668	4668 PB Sst Gly-Gaba_2	
CS20230722_CLUS_4669	4669 PRNc Prox1 Brs3 Gly-Gaba_1	
CS20230722_CLUS_4670	4670 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4671	4671 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4672	4672 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4673	4673 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4674	4674 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4675	4675 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4676	4676 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4677	4677 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4678	4678 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4679	4679 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4680	4680 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4681	4681 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4682	4682 CS-PRNr-PCG Tmem163 Otp Gaba_1	
CS20230722_CLUS_4683	4683 CS-PRNr-PCG Tmem163 Otp Gaba_2	
CS20230722_CLUS_4684	4684 CS-PRNr-PCG Tmem163 Otp Gaba_2	
CS20230722_CLUS_4685	4685 CS-PRNr-PCG Tmem163 Otp Gaba_2	
CS20230722_CLUS_4686	4686 CS-PRNr-PCG Tmem163 Otp Gaba_3	
CS20230722_CLUS_4687	4687 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4688	4688 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4689	4689 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4690	4690 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4691	4691 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4692	4692 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4693	4693 CS-PRNr-DR En1 Sox2 Gaba_1	
CS20230722_CLUS_4694	4694 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4695	4695 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4696	4696 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4697	4697 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4698	4698 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4699	4699 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4700	4700 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4701	4701 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4702	4702 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4703	4703 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4704	4704 CS-PRNr-DR En1 Sox2 Gaba_2	
CS20230722_CLUS_4705	4705 LDT Fgf7 Gaba_1	
CS20230722_CLUS_4706	4706 LDT Fgf7 Gaba_1	
CS20230722_CLUS_4707	4707 LDT Fgf7 Gaba_1	
CS20230722_CLUS_4708	4708 LDT-DTN Gata3 Nfix Gaba_1	
CS20230722_CLUS_4709	4709 LDT-DTN Gata3 Nfix Gaba_1	
CS20230722_CLUS_4710	4710 LDT-DTN Gata3 Nfix Gaba_1	
CS20230722_CLUS_4711	4711 LDT-DTN Gata3 Nfix Gaba_1	
CS20230722_CLUS_4712	4712 LDT-DTN Gata3 Nfix Gaba_2	
CS20230722_CLUS_4713	4713 LDT-DTN Gata3 Nfix Gaba_2	
CS20230722_CLUS_4714	4714 LDT-DTN Gata3 Nfix Gaba_2	
CS20230722_CLUS_4715	4715 LDT-DTN Gata3 Nfix Gaba_2	
CS20230722_CLUS_4716	4716 LDT-DTN Gata3 Nfix Gaba_2	
CS20230722_CLUS_4717	4717 NI-RPO Gata3 Nr4a2 Gaba_1	
CS20230722_CLUS_4718	4718 NI-RPO Gata3 Nr4a2 Gaba_1	
CS20230722_CLUS_4719	4719 NI-RPO Gata3 Nr4a2 Gaba_1	
CS20230722_CLUS_4720	4720 NI-RPO Gata3 Nr4a2 Gaba_1	
CS20230722_CLUS_4721	4721 NI-RPO Gata3 Nr4a2 Gaba_1	
CS20230722_CLUS_4722	4722 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4723	4723 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4724	4724 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4725	4725 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4726	4726 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4727	4727 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4728	4728 NI-RPO Gata3 Nr4a2 Gaba_2	
CS20230722_CLUS_4729	4729 NI-RPO Gata3 Nr4a2 Gaba_3	
CS20230722_CLUS_4730	4730 NI-RPO Gata3 Nr4a2 Gaba_4	
CS20230722_CLUS_4731	4731 NI-RPO Gata3 Nr4a2 Gaba_4	
CS20230722_CLUS_4732	4732 NI-RPO Gata3 Nr4a2 Gaba_4	
CS20230722_CLUS_4733	4733 NI-RPO Gata3 Nr4a2 Gaba_4	
CS20230722_CLUS_4734	4734 LDT-PCG-CS Gata3 Lhx1 Gaba_1	
CS20230722_CLUS_4735	4735 LDT-PCG-CS Gata3 Lhx1 Gaba_1	
CS20230722_CLUS_4736	4736 LDT-PCG-CS Gata3 Lhx1 Gaba_1	
CS20230722_CLUS_4737	4737 LDT-PCG-CS Gata3 Lhx1 Gaba_1	
CS20230722_CLUS_4738	4738 LDT-PCG-CS Gata3 Lhx1 Gaba_1	
CS20230722_CLUS_4739	4739 LDT-PCG-CS Gata3 Lhx1 Gaba_2	
CS20230722_CLUS_4740	4740 LDT-PCG-CS Gata3 Lhx1 Gaba_2	
CS20230722_CLUS_4741	4741 LDT-PCG-CS Gata3 Lhx1 Gaba_2	
CS20230722_CLUS_4742	4742 LDT-PCG-CS Gata3 Lhx1 Gaba_2	
CS20230722_CLUS_4743	4743 LDT-PCG-CS Gata3 Lhx1 Gaba_3	
CS20230722_CLUS_4744	4744 LDT-PCG-CS Gata3 Lhx1 Gaba_3	
CS20230722_CLUS_4745	4745 LDT-PCG-CS Gata3 Lhx1 Gaba_4	
CS20230722_CLUS_4746	4746 LDT-PCG-CS Gata3 Lhx1 Gaba_5	
CS20230722_CLUS_4747	4747 LDT-PCG-CS Gata3 Lhx1 Gaba_5	
CS20230722_CLUS_4748	4748 LDT-PCG-CS Gata3 Lhx1 Gaba_5	
CS20230722_CLUS_4749	4749 PDTg-PCG Pax6 Gaba_1	
CS20230722_CLUS_4750	4750 PDTg-PCG Pax6 Gaba_1	
CS20230722_CLUS_4751	4751 PDTg-PCG Pax6 Gaba_1	
CS20230722_CLUS_4752	4752 PDTg-PCG Pax6 Gaba_1	
CS20230722_CLUS_4753	4753 PDTg-PCG Pax6 Gaba_2	
CS20230722_CLUS_4754	4754 PDTg-PCG Pax6 Gaba_3	
CS20230722_CLUS_4755	4755 PDTg-PCG Pax6 Gaba_3	
CS20230722_CLUS_4756	4756 PDTg-PCG Pax6 Gaba_4	
CS20230722_CLUS_4757	4757 PDTg-PCG Pax6 Gaba_4	
CS20230722_CLUS_4758	4758 PDTg Otp Shroom3 Gaba_1	
CS20230722_CLUS_4759	4759 PDTg Otp Shroom3 Gaba_1	
CS20230722_CLUS_4760	4760 PDTg Otp Olig3 Gaba_1	
CS20230722_CLUS_4761	4761 PDTg Otp Olig3 Gaba_1	
CS20230722_CLUS_4762	4762 PDTg Otp Olig3 Gaba_1	
CS20230722_CLUS_4763	4763 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4764	4764 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4765	4765 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4766	4766 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4767	4767 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4768	4768 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4769	4769 LDT-PCG St18 Gaba_1	
CS20230722_CLUS_4770	4770 LDT-PCG St18 Gaba_1	
