defined_class	cell_set_accession	Taxonomy_label	Exclude_from_ontology	defined_class_name	defined_class_definition	Curated_synonyms	Classification	Classification_comment	Classification_pub	Expresses	Expresses_comment	Expresses_pub	Projection_type	Layers	Cross_species_text	Comment
http://purl.obolibrary.org/obo/PCL_0110271	CS20230722_SUBC_211	211 SC Tnnt1 Gli3 Gaba														
http://purl.obolibrary.org/obo/PCL_0110272	CS20230722_SUBC_212	212 SCs Lef1 Gli3 Gaba														
http://purl.obolibrary.org/obo/PCL_0110273	CS20230722_SUBC_213	213 SCsg Gabrr2 Gaba														
http://purl.obolibrary.org/obo/PCL_0110274	CS20230722_SUBC_214	214 IPN Otp Crisp1 Gaba														
http://purl.obolibrary.org/obo/PCL_0110277	CS20230722_SUBC_217	217 PB Lmx1a Glut														
http://purl.obolibrary.org/obo/PCL_0111472	CS20230722_SUPT_0902	218 PSV Lmx1a Trpv6 Glut														
http://purl.obolibrary.org/obo/PCL_0111473	CS20230722_SUPT_0903	219 PB-SUT Tlx3 Lhx2 Glut														
http://purl.obolibrary.org/obo/PCL_0110280	CS20230722_SUBC_220	220 PB Pax5 Glut														
http://purl.obolibrary.org/obo/PCL_0110281	CS20230722_SUBC_221	221 LDT-PCG Vsx2 Lhx4 Glut														
http://purl.obolibrary.org/obo/PCL_0110282	CS20230722_SUBC_222	222 PB Evx2 Glut														
http://purl.obolibrary.org/obo/PCL_0110283	CS20230722_SUBC_223	223 B-PB Nr4a2 Glut														
http://purl.obolibrary.org/obo/PCL_0110284	CS20230722_SUBC_224	224 PCG-PRNr Vsx2 Nkx6-1 Glut														
http://purl.obolibrary.org/obo/PCL_0110285	CS20230722_SUBC_225	225 PRNc-NI-SG-RPO Vsx2 Nr4a2 Glut														
http://purl.obolibrary.org/obo/PCL_0110286	CS20230722_SUBC_226	226 PRNc-PARN Tlx1 Glut														
http://purl.obolibrary.org/obo/PCL_0111508	CS20230722_SUPT_0938	227 PB-PSV Phox2b Glut														
http://purl.obolibrary.org/obo/PCL_0110288	CS20230722_SUBC_228	228 PSV Pvalb Lhx2 Glut														
http://purl.obolibrary.org/obo/PCL_0110289	CS20230722_SUBC_229	229 PB-NTS Phox2b Ebf3 Lmx1b Glut														
http://purl.obolibrary.org/obo/PCL_0111515	CS20230722_SUPT_0945	230 PRNr Otp Nfib Glut														
http://purl.obolibrary.org/obo/PCL_0110291	CS20230722_SUBC_231	231 IPN-LDT Vsx2 Nkx6-1 Glut														
http://purl.obolibrary.org/obo/PCL_0110292	CS20230722_SUBC_232	232 LDT Vsx2 Nkx6-1 Nfib Glut														
http://purl.obolibrary.org/obo/PCL_0110293	CS20230722_SUBC_233	233 NLL-SOC Spp1 Glut														
http://purl.obolibrary.org/obo/PCL_0116577	CS20230722_CLUS_4197	234 MEV Ppp1r1c Glut														
http://purl.obolibrary.org/obo/PCL_0111523	CS20230722_SUPT_0953	235 PG-TRN-LRN Fat2 Glut														
http://purl.obolibrary.org/obo/PCL_0111524	CS20230722_SUPT_0954	236 IRN Vip Glut														
http://purl.obolibrary.org/obo/PCL_0110297	CS20230722_SUBC_237	237 PRP-NI-PRNc-GRN Otp Glut														
http://purl.obolibrary.org/obo/PCL_0110298	CS20230722_SUBC_238	238 NTS Phox2b Glut														
http://purl.obolibrary.org/obo/PCL_0116688	CS20230722_CLUS_4308	239 MARN-GRN Pyy Glut														
http://purl.obolibrary.org/obo/PCL_0116689	CS20230722_CLUS_4309	240 MDRNv Lhx4 Qrfprl Glut														
http://purl.obolibrary.org/obo/PCL_0116690	CS20230722_CLUS_4310	241 NTS Mbnl3 Glut														
http://purl.obolibrary.org/obo/PCL_0111542	CS20230722_SUPT_0972	242 PGRNd Dmbx1 Glut														
http://purl.obolibrary.org/obo/PCL_0110303	CS20230722_SUBC_243	243 PGRN-PARN-MDRN Hoxb5 Glut														
http://purl.obolibrary.org/obo/PCL_0111550	CS20230722_SUPT_0980	244 MV-SPIV Slc6a2 Glut														
http://purl.obolibrary.org/obo/PCL_0110305	CS20230722_SUBC_245	245 SPVI-SPVC Tlx3 Ebf3 Glut														
http://purl.obolibrary.org/obo/PCL_0110306	CS20230722_SUBC_246	246 CU-ECU-SPVI Foxb1 Glut														
http://purl.obolibrary.org/obo/PCL_0110307	CS20230722_SUBC_247	247 MV-SPIV Phox2b Ebf3 Lbx1 Glut														
http://purl.obolibrary.org/obo/PCL_0110308	CS20230722_SUBC_248	248 MV-SPIV Zic4 Neurod2 Glut														
http://purl.obolibrary.org/obo/PCL_0111572	CS20230722_SUPT_1002	249 NTS Aldh1a2 Glut														
http://purl.obolibrary.org/obo/PCL_0111573	CS20230722_SUPT_1003	250 CBN Neurod2 Pvalb Glut														
http://purl.obolibrary.org/obo/PCL_0110311	CS20230722_SUBC_251	251 NTS Dbh Glut														
http://purl.obolibrary.org/obo/PCL_0110312	CS20230722_SUBC_252	252 DMX VII Tbx20 Chol														
http://purl.obolibrary.org/obo/PCL_0116937	CS20230722_CLUS_4557	253 IO Fgl2 Glut														
http://purl.obolibrary.org/obo/PCL_0110314	CS20230722_SUBC_254	254 VCO Mafa Meis2 Glut														
http://purl.obolibrary.org/obo/PCL_0111587	CS20230722_SUPT_1017	255 SPVO Mafa Meis2 Glut														
http://purl.obolibrary.org/obo/PCL_0110316	CS20230722_SUBC_256	256 SPVC Mafa Glut														
http://purl.obolibrary.org/obo/PCL_0111590	CS20230722_SUPT_1020	257 SPVC Ccdc172 Glut														
http://purl.obolibrary.org/obo/PCL_0110318	CS20230722_SUBC_258	258 SPVC Nmu Glut														
http://purl.obolibrary.org/obo/PCL_0111593	CS20230722_SUPT_1023	259 MDRNd Bves Glut														
http://purl.obolibrary.org/obo/PCL_0111594	CS20230722_SUPT_1024	260 MDRNv Crp Glut														
http://purl.obolibrary.org/obo/PCL_0110321	CS20230722_SUBC_261	261 HB Calcb Chol														
http://purl.obolibrary.org/obo/PCL_0110323	CS20230722_SUBC_263	263 CS-RPO Meis2 Gaba														
http://purl.obolibrary.org/obo/PCL_0110324	CS20230722_SUBC_264	264 PRNc Otp Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110325	CS20230722_SUBC_265	265 PB Sst Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117049	CS20230722_CLUS_4669	266 PRNc Prox1 Brs3 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110327	CS20230722_SUBC_267	267 CS-PRNr-PCG Tmem163 Otp Gaba														
http://purl.obolibrary.org/obo/PCL_0110328	CS20230722_SUBC_268	268 CS-PRNr-DR En1 Sox2 Gaba														
http://purl.obolibrary.org/obo/PCL_0111619	CS20230722_SUPT_1049	269 LDT Fgf7 Gaba														
http://purl.obolibrary.org/obo/PCL_0110330	CS20230722_SUBC_270	270 LDT-DTN Gata3 Nfix Gaba														
http://purl.obolibrary.org/obo/PCL_0110331	CS20230722_SUBC_271	271 NI-RPO Gata3 Nr4a2 Gaba														
http://purl.obolibrary.org/obo/PCL_0110332	CS20230722_SUBC_272	272 LDT-PCG-CS Gata3 Lhx1 Gaba														
http://purl.obolibrary.org/obo/PCL_0110333	CS20230722_SUBC_273	273 PDTg-PCG Pax6 Gaba														
http://purl.obolibrary.org/obo/PCL_0111635	CS20230722_SUPT_1065	274 PDTg Otp Shroom3 Gaba														
http://purl.obolibrary.org/obo/PCL_0111636	CS20230722_SUPT_1066	275 PDTg Otp Olig3 Gaba														
http://purl.obolibrary.org/obo/PCL_0110336	CS20230722_SUBC_276	276 LDT-PCG St18 Gaba														
http://purl.obolibrary.org/obo/PCL_0110337	CS20230722_SUBC_277	277 DTN-LDT-IPN Otp Pax3 Gaba														
http://purl.obolibrary.org/obo/PCL_0110338	CS20230722_SUBC_278	278 NLL Gata3 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110339	CS20230722_SUBC_279	279 PSV Pax2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117190	CS20230722_CLUS_4810	280 NLL-po Pax7 Gaba														
http://purl.obolibrary.org/obo/PCL_0117191	CS20230722_CLUS_4811	281 POR Gata3 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117192	CS20230722_CLUS_4812	282 POR Spp1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110343	CS20230722_SUBC_283	283 PRP Otp Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111658	CS20230722_SUPT_1088	284 GRN-IRN-MDRNd Ikzf1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110345	CS20230722_SUBC_285	285 MY Lhx1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111668	CS20230722_SUPT_1098	286 PPY-PGRNl Vip Glyc-Gaba														
http://purl.obolibrary.org/obo/PCL_0110347	CS20230722_SUBC_287	287 MV-SPIV-PRP Dmbx1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111672	CS20230722_SUPT_1102	288 MDRN Hoxb5 Ebf2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111673	CS20230722_SUPT_1103	289 MDRNd Prox1 Pax6 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111674	CS20230722_SUPT_1104	290 MY Prox1 Lmo7 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110351	CS20230722_SUBC_291	291 NTS-MDRNd Prox1 Zic1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110352	CS20230722_SUBC_292	292 MV Nkx6-1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110353	CS20230722_SUBC_293	293 PAS-MV Ebf2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110354	CS20230722_SUBC_294	294 MV Pax6 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111685	CS20230722_SUPT_1115	295 CBN Dmbx1 Gaba														
http://purl.obolibrary.org/obo/PCL_0111686	CS20230722_SUPT_1116	296 RPA Pax6 Hoxb5 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117389	CS20230722_CLUS_5009	297 CU-ECU Pax2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111688	CS20230722_SUPT_1118	298 PRP Gata3 Slc6a5 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111689	CS20230722_SUPT_1119	299 MARN-PPY Ngfr Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110360	CS20230722_SUBC_300	300 PARN-MDRNd-NTS Gbx2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117446	CS20230722_CLUS_5066	301 MV Nr4a2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0117447	CS20230722_CLUS_5067	302 MV Xdh Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111699	CS20230722_SUPT_1129	303 IRN Dmbx1 Pax2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110364	CS20230722_SUBC_304	304 NTS-PARN Neurod2 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110365	CS20230722_SUBC_305	305 SPVI-SPVC Sall3 Nfib Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110366	CS20230722_SUBC_306	306 SPVI-SPVC Sall3 Lhx1 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111710	CS20230722_SUPT_1140	307 RO-RPA Pkd2l1 Gaba														
http://purl.obolibrary.org/obo/PCL_0110368	CS20230722_SUBC_308	308 DCO Il22 Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110369	CS20230722_SUBC_309	309 CB PLI Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0111718	CS20230722_SUPT_1148	310 CBX Golgi Gly-Gaba														
http://purl.obolibrary.org/obo/PCL_0110371	CS20230722_SUBC_311	311 CBX MLI Megf11 Gaba														
http://purl.obolibrary.org/obo/PCL_0117572	CS20230722_CLUS_5192	312 CBX MLI Cdh22 Gaba														
http://purl.obolibrary.org/obo/PCL_0110373	CS20230722_SUBC_313	313 CBX Purkinje Gaba														
http://purl.obolibrary.org/obo/PCL_0110374	CS20230722_SUBC_314	314 CB Granule Glut														
http://purl.obolibrary.org/obo/PCL_0111726	CS20230722_SUPT_1156	315 DCO UBC Glut														
http://purl.obolibrary.org/obo/PCL_0117586	CS20230722_CLUS_5206	316 Bergmann NN		Bergman glial cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0117587	CS20230722_CLUS_5207	317 Astro-CB NN														
http://purl.obolibrary.org/obo/PCL_0110378	CS20230722_SUBC_318	318 Astro-NT NN		subcortical astrocyte (Mmus)												
http://purl.obolibrary.org/obo/PCL_0110379	CS20230722_SUBC_319	319 Astro-TE NN		telencephalic astrocyte (Mmus)												
http://purl.obolibrary.org/obo/PCL_0110380	CS20230722_SUBC_320	320 Astro-OLF NN		olfactory areas astrocyte (Mmus)												
http://purl.obolibrary.org/obo/PCL_0110381	CS20230722_SUBC_321	321 Astroependymal NN														
http://purl.obolibrary.org/obo/PCL_0110382	CS20230722_SUBC_322	322 Tanycyte NN		tanycyte (Mmus)												
http://purl.obolibrary.org/obo/PCL_0110383	CS20230722_SUBC_323	323 Ependymal NN		ependymal cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0117643	CS20230722_CLUS_5263	324 Hypendymal NN		hypendemal cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0111748	CS20230722_SUPT_1178	325 CHOR NN		choroid plexus epithelial cell (Mmus)												
http://purl.obolibrary.org/obo/CL_4300366	CS20230722_SUBC_326	326 OPC NN		oligodendrocyte precursor cell (Mmus))												
http://purl.obolibrary.org/obo/CL_4300367	CS20230722_SUBC_327	327 Oligo NN		oligodendrocyte (Mmus)												
http://purl.obolibrary.org/obo/PCL_0111756	CS20230722_SUPT_1186	329 ABC NN		arachnoid barrier cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0110390	CS20230722_SUBC_330	330 VLMC NN		vascular leptomeningeal cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0111761	CS20230722_SUPT_1191	331 Peri NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0111762	CS20230722_SUPT_1192	332 SMC NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0111763	CS20230722_SUPT_1193	333 Endo NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0117692	CS20230722_CLUS_5312	334 Microglia NN		microglial cell (Mmus)												
http://purl.obolibrary.org/obo/PCL_0111765	CS20230722_SUPT_1195	335 BAM NN		border associated macrophage (Mmus)												
http://purl.obolibrary.org/obo/PCL_0117695	CS20230722_CLUS_5315	336 Monocytes NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0111767	CS20230722_SUPT_1197	337 DC NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0110398	CS20230722_SUBC_338	338 Lymphoid NN	TRUE													
http://purl.obolibrary.org/obo/PCL_0110571	CS20230722_SUPT_0001	0001 CLA-EPd-CTX Car3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0112385	CS20230722_CLUS_0005	0002 CLA-EPd-CTX Car3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0110573	CS20230722_SUPT_0003	0003 IT EP-CLA Glut_1														
http://purl.obolibrary.org/obo/PCL_0110574	CS20230722_SUPT_0004	0004 IT EP-CLA Glut_2														
http://purl.obolibrary.org/obo/PCL_0110575	CS20230722_SUPT_0005	0005 IT EP-CLA Glut_3														
http://purl.obolibrary.org/obo/PCL_0110576	CS20230722_SUPT_0006	0006 IT EP-CLA Glut_4														
http://purl.obolibrary.org/obo/PCL_0110577	CS20230722_SUPT_0007	0007 L5/6 IT TPE-ENT Glut_1														
http://purl.obolibrary.org/obo/PCL_0110578	CS20230722_SUPT_0008	0008 L5/6 IT TPE-ENT Glut_2														
http://purl.obolibrary.org/obo/PCL_0112409	CS20230722_CLUS_0029	0009 L5/6 IT TPE-ENT Glut_3														
http://purl.obolibrary.org/obo/PCL_0112410	CS20230722_CLUS_0030	0010 L5/6 IT TPE-ENT Glut_4														
http://purl.obolibrary.org/obo/PCL_0112411	CS20230722_CLUS_0031	0011 L5/6 IT TPE-ENT Glut_5														
http://purl.obolibrary.org/obo/PCL_0112412	CS20230722_CLUS_0032	0012 L5/6 IT TPE-ENT Glut_6														
http://purl.obolibrary.org/obo/PCL_0110583	CS20230722_SUPT_0013	0013 L6 IT CTX Glut_1														
http://purl.obolibrary.org/obo/PCL_0110584	CS20230722_SUPT_0014	0014 L6 IT CTX Glut_2														
http://purl.obolibrary.org/obo/PCL_0110585	CS20230722_SUPT_0015	0015 L6 IT CTX Glut_3														
http://purl.obolibrary.org/obo/PCL_0110586	CS20230722_SUPT_0016	0016 L6 IT CTX Glut_4														
http://purl.obolibrary.org/obo/PCL_0110587	CS20230722_SUPT_0017	0017 L6 IT CTX Glut_5														
http://purl.obolibrary.org/obo/PCL_0110588	CS20230722_SUPT_0018	0018 L5 IT CTX Glut_1														
http://purl.obolibrary.org/obo/PCL_0110589	CS20230722_SUPT_0019	0019 L5 IT CTX Glut_2														
http://purl.obolibrary.org/obo/PCL_0110590	CS20230722_SUPT_0020	0020 L5 IT CTX Glut_3														
http://purl.obolibrary.org/obo/PCL_0110591	CS20230722_SUPT_0021	0021 L5 IT CTX Glut_4														
http://purl.obolibrary.org/obo/PCL_0112445	CS20230722_CLUS_0065	0022 L5 IT CTX Glut_5														
http://purl.obolibrary.org/obo/PCL_0110593	CS20230722_SUPT_0023	0023 L4/5 IT CTX Glut_1														
http://purl.obolibrary.org/obo/PCL_0110594	CS20230722_SUPT_0024	0024 L4/5 IT CTX Glut_2														
http://purl.obolibrary.org/obo/PCL_0110595	CS20230722_SUPT_0025	0025 L4/5 IT CTX Glut_3														
http://purl.obolibrary.org/obo/PCL_0110596	CS20230722_SUPT_0026	0026 L4/5 IT CTX Glut_4														
http://purl.obolibrary.org/obo/PCL_0110597	CS20230722_SUPT_0027	0027 L4/5 IT CTX Glut_5														
http://purl.obolibrary.org/obo/PCL_0110598	CS20230722_SUPT_0028	0028 L4/5 IT CTX Glut_6														
http://purl.obolibrary.org/obo/PCL_0110599	CS20230722_SUPT_0029	0029 L2/3 IT CTX Glut_1														
http://purl.obolibrary.org/obo/PCL_0110600	CS20230722_SUPT_0030	0030 L2/3 IT CTX Glut_2														
http://purl.obolibrary.org/obo/PCL_0110601	CS20230722_SUPT_0031	0031 L2/3 IT CTX Glut_3														
http://purl.obolibrary.org/obo/PCL_0110602	CS20230722_SUPT_0032	0032 L2/3 IT CTX Glut_4														
http://purl.obolibrary.org/obo/PCL_0110603	CS20230722_SUPT_0033	0033 L2/3 IT ENT Glut_1														
http://purl.obolibrary.org/obo/PCL_0110604	CS20230722_SUPT_0034	0034 L2/3 IT ENT Glut_2														
http://purl.obolibrary.org/obo/PCL_0110605	CS20230722_SUPT_0035	0035 L2/3 IT ENT Glut_3														
http://purl.obolibrary.org/obo/PCL_0110606	CS20230722_SUPT_0036	0036 L2/3 IT ENT Glut_4														
http://purl.obolibrary.org/obo/PCL_0110607	CS20230722_SUPT_0037	0037 L2/3 IT ENT Glut_5														
http://purl.obolibrary.org/obo/PCL_0110608	CS20230722_SUPT_0038	0038 L2/3 IT ENT Glut_6														
http://purl.obolibrary.org/obo/PCL_0110609	CS20230722_SUPT_0039	0039 L2/3 IT PIR-ENTl Glut_1														
http://purl.obolibrary.org/obo/PCL_0110610	CS20230722_SUPT_0040	0040 L2/3 IT PIR-ENTl Glut_2														
http://purl.obolibrary.org/obo/PCL_0110611	CS20230722_SUPT_0041	0041 L2/3 IT PIR-ENTl Glut_3														
http://purl.obolibrary.org/obo/PCL_0110612	CS20230722_SUPT_0042	0042 L2/3 IT PIR-ENTl Glut_4														
http://purl.obolibrary.org/obo/PCL_0112541	CS20230722_CLUS_0161	0043 L2/3 IT PIR-ENTl Glut_5														
http://purl.obolibrary.org/obo/PCL_0110614	CS20230722_SUPT_0044	0044 L2/3 IT PIR-ENTl Glut_6														
http://purl.obolibrary.org/obo/PCL_0110615	CS20230722_SUPT_0045	0045 L2/3 IT PIR-ENTl Glut_7														
http://purl.obolibrary.org/obo/PCL_0110616	CS20230722_SUPT_0046	0046 IT AON-TT-DP Glut_1														
http://purl.obolibrary.org/obo/PCL_0110617	CS20230722_SUPT_0047	0047 IT AON-TT-DP Glut_2														
http://purl.obolibrary.org/obo/PCL_0110618	CS20230722_SUPT_0048	0048 IT AON-TT-DP Glut_3														
http://purl.obolibrary.org/obo/PCL_0110619	CS20230722_SUPT_0049	0049 IT AON-TT-DP Glut_4														
http://purl.obolibrary.org/obo/PCL_0110620	CS20230722_SUPT_0050	0050 IT AON-TT-DP Glut_5														
http://purl.obolibrary.org/obo/PCL_0110621	CS20230722_SUPT_0051	0051 L2 IT ENT-po Glut_1														
http://purl.obolibrary.org/obo/PCL_0110622	CS20230722_SUPT_0052	0052 L2 IT ENT-po Glut_2														
http://purl.obolibrary.org/obo/PCL_0112570	CS20230722_CLUS_0190	0053 L2 IT ENT-po Glut_3														
http://purl.obolibrary.org/obo/PCL_0112571	CS20230722_CLUS_0191	0054 L2 IT ENT-po Glut_4														
http://purl.obolibrary.org/obo/PCL_0110625	CS20230722_SUPT_0055	0055 MEA Slc17a7 Glut_1														
http://purl.obolibrary.org/obo/PCL_0110626	CS20230722_SUPT_0056	0056 MEA Slc17a7 Glut_2														
http://purl.obolibrary.org/obo/PCL_0110627	CS20230722_SUPT_0057	0057 MEA Slc17a7 Glut_3														
http://purl.obolibrary.org/obo/PCL_0112595	CS20230722_CLUS_0215	0058 COAp Grxcr2 Glut_1														
http://purl.obolibrary.org/obo/PCL_0110629	CS20230722_SUPT_0059	0059 COAp Grxcr2 Glut_2														
http://purl.obolibrary.org/obo/PCL_0110630	CS20230722_SUPT_0060	0060 LA-BLA-BMA-PA Glut_1														
http://purl.obolibrary.org/obo/PCL_0110631	CS20230722_SUPT_0061	0061 LA-BLA-BMA-PA Glut_2														
http://purl.obolibrary.org/obo/PCL_0110632	CS20230722_SUPT_0062	0062 LA-BLA-BMA-PA Glut_3														
http://purl.obolibrary.org/obo/PCL_0110633	CS20230722_SUPT_0063	0063 LA-BLA-BMA-PA Glut_4														
http://purl.obolibrary.org/obo/PCL_0110634	CS20230722_SUPT_0064	0064 LA-BLA-BMA-PA Glut_5														
http://purl.obolibrary.org/obo/PCL_0110635	CS20230722_SUPT_0065	0065 LA-BLA-BMA-PA Glut_6														
http://purl.obolibrary.org/obo/PCL_0110636	CS20230722_SUPT_0066	0066 ENTmv-PA-COAp Glut_1														
http://purl.obolibrary.org/obo/PCL_0110637	CS20230722_SUPT_0067	0067 ENTmv-PA-COAp Glut_2														
http://purl.obolibrary.org/obo/PCL_0110638	CS20230722_SUPT_0068	0068 ENTmv-PA-COAp Glut_3														
http://purl.obolibrary.org/obo/PCL_0110639	CS20230722_SUPT_0069	0069 CA1-ProS Glut_1														
http://purl.obolibrary.org/obo/PCL_0110640	CS20230722_SUPT_0070	0070 CA1-ProS Glut_2														
http://purl.obolibrary.org/obo/PCL_0110641	CS20230722_SUPT_0071	0071 CA1-ProS Glut_3														
http://purl.obolibrary.org/obo/PCL_0110642	CS20230722_SUPT_0072	0072 CA1-ProS Glut_4														
http://purl.obolibrary.org/obo/PCL_0110643	CS20230722_SUPT_0073	0073 CA1-ProS Glut_5														
http://purl.obolibrary.org/obo/PCL_0110644	CS20230722_SUPT_0074	0074 CA1-ProS Glut_6														
http://purl.obolibrary.org/obo/PCL_0110645	CS20230722_SUPT_0075	0075 CA3 Glut_1														
http://purl.obolibrary.org/obo/PCL_0110646	CS20230722_SUPT_0076	0076 CA3 Glut_2														
http://purl.obolibrary.org/obo/PCL_0110647	CS20230722_SUPT_0077	0077 CA3 Glut_3														
http://purl.obolibrary.org/obo/PCL_0110648	CS20230722_SUPT_0078	0078 CA3 Glut_4														
